x,y,success
755.578,556.615,1
755.472,556.538,1
755.098,556.929,1
754.943,556.839,1
755.179,556.817,1
755.061,556.833,1
755.067,556.993,1
754.913,557.106,1
754.954,557.33,1
755.134,557.533,1
755.06,557.567,1
755.253,557.528,1
755.277,557.863,1
754.55,557.827,1
754.336,558.427,1
753.792,558.861,1
753.695,559.14,1
754.136,559.565,1
754.002,559.715,1
753.753,560.223,1
753.421,560.558,1
752.333,561.339,1
752.023,562.25,1
751.045,563.234,1
749.533,564.793,1
748.15,566.289,1
747.61,567.49,1
746.028,569.448,1
744.912,570.594,1
744.383,572.115,1
743.602,574.092,1
743.131,575.172,1
742.377,577.034,1
741.539,578.465,1
741.1,579.7,1
740.095,581.561,1
739.122,582.565,1
737.954,584.069,1
736.679,584.943,1
735.746,586.932,1
734.608,588.877,1
732.437,590.825,1
731.963,592.361,1
730.028,594.49,1
729.312,596.833,1
727.307,599.093,1
727.075,601.58,1
726.06,604.132,1
725.118,606.268,1
724.677,608.258,1
723.486,610.204,1
722.419,611.686,1
721.891,613.196,1
721.102,614.866,1
720.627,616.077,1
719.698,617.538,1
718.733,619.017,1
717.233,619.923,1
716.685,621.745,1
715.288,623.785,1
713.479,626.167,1
711.944,628.613,1
710.326,631.482,1
708.277,634.156,1
706.127,637.106,1
703.911,640.72,1
701.975,643.557,1
700.226,646.276,1
698.893,648.815,1
697.519,651.163,1
696.598,652.46,1
695.744,653.833,1
694.724,654.485,1
693.643,655.566,1
692.115,656.468,1
691.628,656.993,1
690.664,657.788,1
689.379,658.383,1
688.058,659.511,1
687.013,660.844,1
685.692,661.843,1
684.884,663.199,1
683.413,664.417,1
682.002,665.694,1
680.94,667.384,1
680.087,668.872,1
678.571,670.298,1
677.167,671.559,1
675.284,672.399,1
674.251,673.5,1
672.474,674.481,1
670.758,675.765,1
669.75,676.95,1
668.827,678.234,1
667.786,679.192,1
666.87,680.181,1
665.454,681.305,1
664.541,682.063,1
663.984,682.473,1
663.038,683.249,1
661.967,683.877,1
661.02,684.461,1
660.173,685.541,1
658.954,686.338,1
656.854,687.26,1
655.459,688.667,1
653.278,690.296,1
652.354,691.626,1
651.296,693.063,1
649.835,693.938,1
648.952,694.756,1
649.186,695.231,1
649.744,695.306,1
650.116,694.866,1
650.674,693.907,1
651.108,693.274,1
651.381,692.303,1
652.702,691.618,1
652.579,691.198,1
652.703,690.733,1
652.424,690.849,1
652.504,690.601,1
652.627,690.6,1
653.327,690.658,1
654.635,690.388,1
656.284,689.793,1
658.091,688.735,1
659.492,687.741,1
661.176,686.457,1
662.758,685.095,1
663.468,683.986,1
665.026,682.612,1
666.149,681.153,1
667.47,679.24,1
668.476,677.194,1
669.906,676.238,1
672.158,674.597,1
673.333,673.178,1
674.905,671.747,1
676.167,669.629,1
678.045,667.428,1
679.129,665.061,1
680.776,663.063,1
682.313,660.958,1
683.582,658.953,1
685.479,657.216,1
687.108,654.986,1
689.013,653.096,1
690.794,651.312,1
692.755,649.358,1
693.511,647.593,1
695.367,646.023,1
696.293,644.615,1
697.138,643.84,1
697.954,642.996,1
698.682,642.343,1
699.518,641.511,1
699.614,640.91,1
700.821,639.655,1
701.763,638.116,1
703.113,636.333,1
704.278,634.282,1
705.398,632.511,1
706.959,630.893,1
708.437,629.282,1
710.585,627.436,1
712.385,625.305,1
714.357,623.082,1
716.014,620.671,1
717.683,618.33,1
719.719,616.25,1
720.847,613.874,1
722.82,611.653,1
724.395,609.57,1
725.432,607.48,1
727.293,605.136,1
728.849,602.93,1
730.254,601.186,1
731.977,599.436,1
732.339,597.682,1
733.769,596.235,1
734.721,594.233,1
735.842,593.066,1
736.659,591.778,1
737.252,591,1
738.702,589.738,1
