x,y,success
550.67,397.491,1
550.28,397.641,1
550.082,397.71,1
549.462,397.66,1
549.7,397.497,1
549.569,397.487,1
549.685,397.39,1
549.631,397.347,1
549.921,397.299,1
549.59,396.944,1
549.71,396.916,1
549.169,396.58,1
549.455,396.723,1
549.895,396.785,1
550.16,396.903,1
550.428,396.444,1
549.858,396.342,1
549.651,396.57,1
549.637,396.585,1
549.239,396.558,1
549.883,396.568,1
549.614,396.886,1
549.832,396.952,1
549.764,396.574,1
549.753,396.338,1
549.625,395.914,1
549.768,395.519,1
549.51,395.434,1
550.138,394.874,1
550.038,394.076,1
549.524,393.782,1
549.358,393.493,1
549.375,393.851,1
549.642,394.235,1
549.965,394.717,1
549.559,395.217,1
549.416,396.747,1
549.033,398.921,1
548.318,401.908,1
547.469,404.894,1
547.03,407.76,1
547.04,411.04,1
547.142,413.331,1
546.857,415.558,1
546.577,417.564,1
546.491,419.703,1
546.048,422.008,1
546.245,424.045,1
545.872,426.237,1
546.298,428.42,1
546.377,430.832,1
545.536,432.647,1
545.444,434.649,1
544.747,436.803,1
544.665,439.133,1
544.753,441.056,1
544.601,443.379,1
544.456,446.136,1
543.839,449.045,1
542.986,452.503,1
542.39,455.834,1
540.923,458.887,1
539.895,462.68,1
538.912,465.966,1
538.051,469.459,1
536.503,472.834,1
535.506,476.056,1
534.17,479.214,1
532.672,482.005,1
531.7,484.871,1
530.205,487.106,1
528.63,489.667,1
527.2,491.5,1
526.01,493.884,1
524.942,496.023,1
523.703,498.037,1
522.89,499.72,1
522.098,501.867,1
521.16,504.206,1
520.22,506.131,1
519.006,508.094,1
518.063,509.095,1
517.827,510.516,1
517.244,511.494,1
517.021,512.662,1
516.421,513.494,1
515.646,514.792,1
515.212,516.676,1
514.233,518.494,1
513.516,520.465,1
513.038,523.125,1
512.265,525.308,1
511.245,528.693,1
510.342,531.945,1
509.39,535.162,1
509.156,538.122,1
508.519,540.859,1
508.693,542.731,1
508.557,544.665,1
508.352,546.664,1
507.745,548.173,1
506.685,549.701,1
505.624,551.043,1
504.189,552.073,1
502.494,553.619,1
500.732,555.31,1
499.397,557.184,1
497.914,559.103,1
496.958,561.217,1
495.373,563.396,1
494.765,565.503,1
493.328,567.081,1
492.03,569.366,1
490.084,570.582,1
488.804,571.955,1
487.239,573.36,1
486.256,574.592,1
485.169,575.234,1
485.145,576.742,1
485.036,577.432,1
484.754,577.503,1
484.586,578.288,1
484.097,578.319,1
484.271,578.451,1
484.082,578.649,1
484.016,578.252,1
485.397,577.203,1
488.525,576.05,1
490.778,574.509,1
493.392,572.309,1
496.456,568.604,1
499.716,565.333,1
504.029,560.95,1
508.744,556.753,1
512.841,553.043,1
516.797,549.395,1
520.245,545.388,1
523.062,541.679,1
525.398,537.84,1
528.257,533.331,1
531.061,530.133,1
534.231,526.013,1
537.366,521.825,1
538.951,517.649,1
541.231,513.8,1
542.869,510.049,1
544.702,506.376,1
546.413,502.513,1
548.564,499.002,1
550.244,495.248,1
551.763,491.386,1
553.147,487.92,1
554.973,484.003,1
556.301,480.733,1
557.619,477.24,1
558.295,474.383,1
559.497,470.835,1
560.411,467.454,1
562.196,464.163,1
563.843,460.748,1
564.332,457.25,1
565.58,454.213,1
565.974,450.729,1
567.025,448.034,1
567.466,444.644,1
567.643,441.252,1
568.178,437.997,1
568.503,434.466,1
569.37,430.884,1
569.205,427.413,1
570.052,423.664,1
569.611,420.767,1
570.294,417.278,1
570.542,414.648,1
571.49,411.471,1
571.733,408.506,1
572.33,405.452,1
572.669,402.697,1
572.26,400.407,1
572.446,398.301,1
571.982,396.635,1
571.901,395.086,1
571.706,393.445,1
570.858,391.676,1
571.262,389.817,1
570.67,387.632,1
571.235,385.369,1
571.2,383.129,1
571.765,381.426,1
572.196,379.556,1
572.49,376.365,1
572.598,373.23,1
572.619,370.23,1
572.71,367.237,1
572.787,363.943,1
572.5,361.195,1
572.644,358.58,1
572.245,355.441,1
571.859,351.422,1
571.099,346.839,1
570.408,341.668,1
569.723,334.921,1
568.359,328.907,1
566.318,322.669,1
564.84,316.997,1
563.04,310.727,1
561.366,304.203,1
559.375,298.854,1
558.028,292.955,1
555.778,287.327,1
553.974,281.771,1
552.066,275.853,1
549.378,269.728,1
546.517,264.146,1
544.017,258.182,1
541.279,252.315,1
538.643,247.012,1
535.701,241.901,1
531.62,237.002,1
527.988,232.426,1
523.828,228.175,1
519.642,223.998,1
516.116,220.446,1
513.571,216.527,1
510.246,212.666,1
506.764,209.021,1
