x,y,success
684.87,386.004,1
684.916,386.702,1
684.884,385.842,1
684.518,385.722,1
684.976,385.799,1
684.72,385.969,1
684.59,385.641,1
684.953,385.5,1
684.963,386.148,1
684.781,386.147,1
684.776,386.004,1
685.126,386.206,1
684.947,385.662,1
684.683,385.641,1
684.252,385.476,1
684.34,385.953,1
684.5,385.57,1
684.448,385.704,1
684.602,385.832,1
684.35,385.552,1
684.57,385.455,1
684.084,385.305,1
684.133,384.956,1
683.864,384.924,1
684.23,385.024,1
683.862,385.058,1
684.219,384.898,1
684.239,384.717,1
684.416,384.845,1
684.522,384.103,1
684.209,383.791,1
684.392,383.76,1
684.14,383.716,1
684.326,384.019,1
684.355,383.897,1
684.472,384.334,1
684.535,384.209,1
684.326,384.433,1
684.362,384.543,1
684.214,384.627,1
683.938,384.96,1
683.596,384.478,1
683.416,384.533,1
683.684,384.798,1
683.994,385.152,1
684.42,384.871,1
684.11,384.462,1
684.155,384.595,1
684.194,384.453,1
684.203,384.589,1
684.2,384.352,1
684.219,385.206,1
683.857,385.462,1
683.908,385.693,1
683.535,385.719,1
683.871,385.548,1
683.4,385.696,1
683.722,385.542,1
683.842,385.171,1
683.388,385.151,1
683.371,385.078,1
683.375,385.108,1
683.11,384.67,1
683.006,385.036,1
683.241,384.936,1
683.14,384.898,1
682.991,384.527,1
682.838,384.869,1
682.657,385.309,1
682.033,385.081,1
682.677,385.354,1
682.802,385.479,1
682.98,385.545,1
683.004,385.339,1
683.114,385.813,1
683.042,385.58,1
684.115,384.504,1
685.235,383.868,1
687.104,382.786,1
689.157,382.047,1
691.544,380.854,1
693.96,379.344,1
694.63,377.877,1
695.165,377.036,1
695,376.194,1
696.055,375.945,1
696.647,375.78,1
697.402,374.391,1
698.629,373.866,1
699.51,372.865,1
700.074,372.926,1
700.65,372.786,1
701.551,372.101,1
701.914,372.579,1
701.805,372.368,1
701.744,371.918,1
701.744,372.685,1
701.219,372.12,1
701.036,372.651,1
700.545,372.8,1
700.06,372.545,1
699.399,372.851,1
699.295,372.44,1
698.357,371.464,1
698.203,371.564,1
697.935,371.348,1
697.774,371.5,1
697.685,371.874,1
697.809,372.144,1
697.849,372.356,1
698.058,372.46,1
698.157,372.577,1
698.127,372.878,1
698.112,373.321,1
697.982,373.246,1
698.11,373.748,1
697.68,373.927,1
697.826,374.06,1
696.917,374.419,1
695.91,375.41,1
692.711,376.569,1
686.41,378.704,1
683.757,380.235,1
681.509,381.073,1
679.649,381.798,1
679.085,382.076,1
678.464,382.081,1
678.164,382.204,1
677.962,382.536,1
677.355,382.866,1
676.276,382.752,1
676.2,382.882,1
675.219,382.746,1
674.25,383.123,1
673.249,384.152,1
671.644,384.342,1
670.152,384.662,1
667.966,384.531,1
665.71,385.382,1
662.835,385.61,1
660.903,385.808,1
660.369,385.223,1
658.97,385.03,1
658.198,384.886,1
657.858,385.681,1
655.585,385.675,1
654.774,385.069,1
655.083,384.912,1
655.957,385.298,1
657.067,384.144,1
656.995,383.1,1
657.054,383.426,1
656.738,382.972,1
656.572,382.366,1
656.947,382.904,1
656.888,382.593,1
657.402,382.627,1
657.184,382.711,1
657.082,382.848,1
656.902,382.33,1
656.749,381.841,1
656.634,381.853,1
656.554,382.328,1
656.158,382.661,1
656.32,381.985,1
656.691,381.54,1
656.872,381.788,1
656.606,381.626,1
656.669,381.669,1
656.397,381.237,1
656.313,381.126,1
655.913,381.393,1
656.21,381.391,1
656.2,381.305,1
656.37,381.198,1
656.303,381.522,1
656.103,381.763,1
655.983,382.715,1
655.915,382.5,1
655.564,382.946,1
655.711,382.706,1
655.213,382.95,1
655.998,382.652,1
655.438,381.722,1
655.332,383.054,1
654.758,382.416,1
655.078,381.52,1
655.331,381.524,1
655.818,380.55,1
655.607,380.854,1
655.79,380.045,1
655.698,380.089,1
656.592,380.335,1
656.584,380.564,1
657.01,380.928,1
657.49,381.181,1
657.576,381.48,1
657.475,382.51,1
657.163,382.695,1
656.931,383.49,1
657.175,383.68,1
657.668,383.316,1
658.044,383.054,1
657.799,382.913,1
657.536,382.488,1
657.045,381.943,1
656.941,382.2,1
658.179,382.397,1
659.579,382.135,1
662.594,382.173,1
664.374,383.237,1
666.329,383.992,1
667.382,385.413,1
667.541,386.629,1
669.909,387.011,1
673.933,387.278,1
677.478,387.628,1
679.506,387.297,1
680.233,386.426,1
679.45,386.628,1
678.912,386.671,1
679.163,387.034,1
679.874,388.388,1
680.622,389.14,1
681.017,389.906,1
681.646,389.759,1
681.797,389.597,1
681.755,388.806,1
681.551,388.146,1
682.115,387.351,1
681.846,387.014,1
682.265,386.253,1
683.027,386.923,1
682.894,387.406,1
682.973,387.991,1
683.901,388.14,1
683.828,387.941,1
683.841,387.724,1
683.614,387.576,1
682.346,387.484,1
680.83,388.295,1
679.662,387.182,1
678.672,387.083,1
678.58,387.699,1
678.403,386.994,1
678.417,386.464,1
678.083,386.022,1
677.643,386,1
677.256,385.524,1
676.797,385.412,1
676.889,385.383,1
676.373,385.283,1
676.163,386.003,1
675.791,387.197,1
675.7,388.167,1
675.614,388.891,1
674.75,389.465,1
673.851,390.42,1
674.229,390.932,1
674.075,390.984,1
673.226,391.378,1
672.652,391.343,1
672.23,391.225,1
672.149,390.55,1
672.158,391.084,1
671.826,391.226,1
671.464,390.78,1
670.698,391.124,1
670.17,390.761,1
668.955,390.223,1
667.747,389.218,1
667.165,389.22,1
666.239,389.028,1
665.12,388.301,1
663.34,387.099,1
662.66,387.013,1
662.163,386.657,1
663.462,386.079,1
664.923,386.109,1
666.614,386.506,1
666.893,386.986,1
668.156,386.923,1
668.573,387.391,1
669.56,388.117,1
669.173,388.297,1
668.66,388.142,1
667.015,388.932,1
664.227,389.203,1
661.127,389.141,1
659.443,388.963,1
660.443,387.741,1
661.354,386.863,1
661.258,386.748,1
660.717,385.731,1
661.355,385.513,1
662.714,384.81,1
664.192,385.204,1
666.551,384.88,1
669.755,384.09,1
672.872,384.526,1
674.026,384.955,1
674.54,386.017,1
674.528,386.035,1
673.908,386.264,1
672.929,386.316,1
672.007,385.729,1
670.575,385.594,1
669.052,384.731,1
668.201,384.649,1
667.14,384.373,1
667.265,384.124,1
667.67,383.997,1
668.154,383.971,1
668.03,384.381,1
667.715,384.991,1
667.555,384.378,1
667.304,384.088,1
667.336,384.088,1
667.089,384.076,1
667.142,383.203,1
666.983,383.507,1
666.858,384.215,1
666.74,384.167,1
666.422,384.848,1
666.187,385.973,1
666.782,385.955,1
666.661,385.152,1
666.851,384.669,1
666.618,384.507,1
665.836,384.24,1
665.53,383.568,1
665.699,384.032,1
665.916,384.143,1
665.349,383.932,1
665.234,383.994,1
665.533,384.275,1
665.281,384.281,1
665.116,384.209,1
664.179,384.615,1
664.003,385.131,1
663.649,385.223,1
664.63,384.818,1
668.627,384.124,1
671.163,383.742,1
672.475,383.655,1
672.598,384.512,1
672.815,384.556,1
674.19,384.765,1
674.969,384.003,1
674.931,383.5,1
674.886,383.364,1
674.185,383.246,1
673.694,382.228,1
671.75,381.99,1
668.735,380.876,1
665.772,380.879,1
663.627,380.323,1
663.537,381.179,1
663.223,380.922,1
662.552,381.162,1
662.296,380.173,1
662.811,381.402,1
662.689,380.959,1
663.306,382.472,1
662.993,382.709,1
663.05,383.975,1
662.907,383.426,1
663.688,387.022,1
