 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice
1,367,255,255,255,736.947,244.971,736.947,244.971,1
2,209,255,255,255,798.744,247.500,798.744,247.500,1
3,248,255,255,255,540.004,322.512,540.004,322.512,1
4,466,255,255,255,625.318,352.079,625.318,352.079,1
5,335,255,255,255,814.270,364.527,814.270,364.527,1
6,445,255,255,255,970.997,388.637,970.997,388.637,1
7,335,255,255,255,466.987,414.210,466.987,414.210,1
8,309,255,255,255,612.597,413.128,612.597,413.128,1
9,400,255,255,255,818.718,443.552,818.718,443.552,1
10,323,255,255,255,638.611,466.466,638.611,466.466,1
11,326,255,255,255,547.411,494.482,547.411,494.482,1
12,339,255,255,255,751.928,554.267,751.928,554.267,1
13,183,255,255,255,810.462,558.724,810.462,558.724,1
14,2,255,255,255,473,234.500,473,234.500,2
15,356,255,255,255,737.185,245.056,737.185,245.056,2
16,193,255,255,255,799.391,247.795,799.391,247.795,2
17,29,255,255,255,743.603,312.259,743.603,312.259,2
18,9,255,255,255,753.722,311.056,753.722,311.056,2
19,245,255,255,255,540.459,322.120,540.459,322.120,2
20,2,255,255,255,752,328.500,752,328.500,2
21,436,255,255,255,625.560,351.901,625.560,351.901,2
22,334,255,255,255,814.225,364.832,814.225,364.832,2
23,428,255,255,255,971.245,388.928,971.245,388.928,2
24,333,255,255,255,467.119,414.389,467.119,414.389,2
25,305,255,255,255,612.375,413.195,612.375,413.195,2
26,399,255,255,255,818.723,443.299,818.723,443.299,2
27,312,255,255,255,638.705,466.763,638.705,466.763,2
28,4,255,255,255,759,478.500,759,478.500,2
29,25,255,255,255,753.020,486.220,753.020,486.220,2
30,296,255,255,255,546.949,494.193,546.949,494.193,2
31,31,255,255,255,758.887,496.468,758.887,496.468,2
32,330,255,255,255,751.548,554.394,751.548,554.394,2
33,198,255,255,255,810.333,559.121,810.333,559.121,2
34,366,255,255,255,737.117,245.046,737.117,245.046,3
35,205,255,255,255,799.593,248.178,799.593,248.178,3
36,246,255,255,255,540.313,322.508,540.313,322.508,3
37,11,255,255,255,744.136,318.955,744.136,318.955,3
38,10,255,255,255,752.900,318.900,752.900,318.900,3
