x,y,z,success
-72.6166,-53.4163,-626.717,1
-72.1479,-53.4265,-625.648,1
-72.1529,-53.8091,-625.094,1
-72.2859,-53.8081,-625.737,1
-72.4514,-53.9687,-626.596,1
-72.2992,-53.8421,-624.475,1
-72.5771,-54.4436,-629.199,1
-72.4465,-54.2742,-627.035,1
-72.8734,-54.4671,-630.797,1
-72.6801,-54.2495,-626.506,1
-72.6273,-54.1538,-626.127,1
-72.5156,-54.2111,-628.693,1
-72.5123,-53.9754,-625.261,1
-72.5155,-53.8185,-623.893,1
-72.6148,-53.912,-627.09,1
-72.5042,-53.7007,-625.448,1
-72.5846,-53.9195,-626.454,1
-72.539,-53.7478,-625.207,1
-72.6246,-53.7147,-626.652,1
-72.4772,-53.6401,-624.59,1
-72.6773,-53.7246,-626.577,1
-72.7039,-53.6223,-626.012,1
-72.5832,-53.579,-625.476,1
-72.8581,-53.8013,-626.062,1
-72.5367,-53.6173,-623.654,1
-72.9185,-53.8684,-626.984,1
-72.7517,-53.7848,-625.906,1
-72.7293,-53.825,-626.253,1
-72.8226,-53.7336,-625.9,1
-72.8596,-53.8189,-625.551,1
-72.7239,-53.8934,-624.76,1
-72.9848,-53.8759,-626.095,1
-72.9292,-54.172,-628.697,1
-72.8924,-53.9204,-626.304,1
-72.7355,-54.0672,-627.908,1
-72.7625,-53.4876,-624.339,1
-72.9317,-53.7792,-627.869,1
-72.7528,-53.6422,-625.715,1
-72.8026,-53.6666,-627.342,1
-72.7877,-53.4328,-625.541,1
-72.9173,-53.6679,-628.14,1
-72.718,-53.2425,-623.184,1
-72.7094,-53.4366,-626.253,1
-72.769,-53.4073,-624.728,1
-72.7311,-53.4673,-626.969,1
-72.7827,-53.4866,-626.546,1
-72.8786,-53.6651,-627.479,1
-72.8593,-53.6333,-627.549,1
-72.8782,-53.7694,-627.72,1
-72.7397,-53.8318,-625.982,1
-72.6094,-53.9287,-626.291,1
-72.5337,-53.8791,-624.271,1
-72.7297,-54.1353,-626.047,1
-72.7106,-54.5111,-628.965,1
-72.5836,-54.2901,-627.205,1
-72.6074,-54.2483,-625.776,1
-72.7226,-54.365,-627.33,1
-72.6367,-54.4315,-627.266,1
-72.3838,-54.3452,-626.575,1
-72.806,-54.4201,-627.393,1
-72.5944,-54.3424,-626.996,1
-72.7461,-54.5881,-628.409,1
-72.7594,-54.7247,-629.72,1
-72.7944,-54.6159,-627.025,1
-72.5963,-54.7202,-628.797,1
-72.3725,-54.7836,-627.686,1
-72.6183,-54.666,-625.577,1
-72.782,-54.8928,-626.989,1
-72.4618,-54.8733,-626.975,1
-72.1032,-54.9392,-624.616,1
-72.2751,-55.1391,-626.484,1
-72.3499,-55.2698,-626.597,1
-72.2527,-55.4636,-627.883,1
-72.2312,-55.2758,-626.124,1
-71.8416,-55.1979,-624.59,1
-71.5769,-55.1295,-625.311,1
-71.8154,-55.0851,-625.181,1
-71.9245,-55.3535,-627.09,1
-72.0833,-55.3927,-626.224,1
-71.9553,-55.5041,-626.218,1
-72.0552,-55.7654,-627.751,1
-71.846,-55.8447,-628.068,1
-71.5821,-55.6296,-625.805,1
-71.5137,-55.76,-626.339,1
-71.5066,-55.5206,-623.825,1
-71.3373,-55.9523,-627.49,1
-71.4828,-55.8401,-624.896,1
-71.6577,-55.7644,-625.417,1
-71.6167,-55.729,-625.626,1
-71.6063,-55.5245,-624.801,1
-71.5684,-55.3441,-625.285,1
-71.6037,-55.0734,-623.967,1
-71.8747,-55.1771,-627.276,1
-71.834,-55.1592,-628.098,1
-71.8288,-54.9478,-626.596,1
-71.9181,-54.8126,-626.573,1
-72.0427,-55.028,-629.897,1
-72.1196,-54.6567,-626.035,1
-71.826,-54.6844,-625.667,1
-71.6824,-54.7216,-624.524,1
-72.0372,-54.967,-625.213,1
-71.866,-55.1045,-624.811,1
-71.9276,-55.2,-625.541,1
-71.9588,-55.2957,-626.447,1
-71.9701,-55.0799,-624.249,1
-71.9944,-55.173,-624.378,1
-71.9614,-55.2569,-625.653,1
-72.0461,-55.4353,-627.455,1
-71.9224,-55.2102,-627.27,1
-72.1169,-55.6967,-632.689,1
-71.9466,-55.0773,-627.239,1
-71.9326,-54.7698,-624.813,1
-72.0196,-54.9812,-629.369,1
-71.9451,-54.8443,-627.467,1
-71.8191,-54.5041,-624.854,1
-71.5129,-54.2719,-623.058,1
-71.722,-54.6259,-627.729,1
-71.364,-54.1286,-623.504,1
-71.2466,-54.1691,-623.753,1
-71.065,-54.2387,-626.182,1
-70.8702,-53.9645,-624.456,1
-71.0243,-53.9144,-626.597,1
-70.943,-53.4974,-623.279,1
-70.804,-53.529,-624.819,1
-70.9542,-53.4334,-623.75,1
-71.1047,-53.7356,-628.436,1
-71.1044,-53.3284,-624.934,1
-71.238,-53.7133,-629.001,1
-70.8293,-53.259,-624.954,1
-71.275,-53.3815,-627.464,1
-71.2163,-53.3227,-627.689,1
-71.1002,-53.1149,-625.463,1
-71.2402,-52.9636,-623.929,1
-71.1456,-53.3388,-627.177,1
-71.2796,-53.4142,-628.642,1
-71.2543,-53.2876,-628.554,1
-71.289,-53.5403,-629.12,1
-71.2416,-53.2517,-626.827,1
-71.2038,-53.5121,-628.021,1
-71.0665,-53.2253,-624.928,1
-71.0341,-53.2926,-625.745,1
-71.0635,-53.1732,-626.323,1
-70.8432,-52.7941,-623.408,1
-70.6741,-52.5438,-622.643,1
-70.4616,-52.2146,-620.884,1
-71.0788,-52.6168,-628.1,1
-70.6802,-52.3155,-624.855,1
-70.8093,-52.0145,-623.737,1
-70.9652,-52.049,-625.742,1
-70.7868,-51.8608,-625.865,1
-70.7559,-51.5134,-623.205,1
-70.6865,-51.462,-622.54,1
-70.8075,-51.6963,-625.212,1
-70.4517,-51.6025,-623.132,1
-70.5837,-51.5839,-623.172,1
-70.5931,-52.0407,-626.763,1
-70.6112,-51.851,-624.725,1
-70.8105,-52.0117,-625.89,1
-70.891,-52.1553,-626.666,1
-70.5405,-52.0338,-624.271,1
-70.5832,-51.9281,-622.539,1
-70.7959,-52.0567,-624.587,1
-70.7275,-51.9243,-624.516,1
-70.9754,-52.0843,-626.072,1
-70.9382,-52.1083,-625.779,1
-70.9535,-52.4135,-627.762,1
-70.8518,-52.0206,-625.07,1
-70.7302,-51.8941,-624.737,1
-70.4997,-51.7585,-624.197,1
-70.5714,-51.6205,-625.22,1
-70.5062,-51.6506,-625.26,1
-70.7376,-51.6296,-624.006,1
-70.9303,-51.9099,-625.079,1
-70.8891,-51.9482,-625.38,1
-71.3063,-51.6323,-625.354,1
-71.001,-50.7691,-620.883,1
-70.8429,-50.2828,-621.16,1
-70.862,-50.0152,-623.059,1
-70.9887,-49.448,-622.076,1
-71.1562,-48.971,-621.311,1
-71.4447,-48.2447,-622.119,1
-71.3703,-47.7047,-620.44,1
-71.4337,-47.0516,-619.695,1
-71.4745,-46.9254,-620.443,1
-71.5979,-46.8961,-620.942,1
-71.6049,-46.8622,-622.154,1
-71.3356,-46.4801,-617.329,1
-71.2516,-46.5242,-618.028,1
-71.5035,-46.6121,-621.934,1
-71.3775,-46.5975,-620.072,1
-71.3953,-46.5416,-620.234,1
-71.6735,-46.2285,-620.436,1
-71.6394,-46.0427,-620.327,1
-71.7023,-45.8771,-621.168,1
-71.7619,-45.4176,-618.003,1
-71.7549,-45.1864,-619.468,1
-71.5672,-45.0738,-618.964,1
-71.5604,-45.1184,-619.843,1
-71.5965,-44.8577,-619.908,1
-71.6706,-44.9205,-621.301,1
-71.782,-44.6161,-618.582,1
-71.6756,-44.8939,-618.091,1
-71.9605,-45.3475,-622.598,1
-71.5817,-45.2193,-618.706,1
-71.6755,-45.353,-619.013,1
-71.584,-45.6639,-619.894,1
-71.5408,-45.9809,-621.053,1
-71.7183,-46.0629,-620.569,1
-71.2609,-46.2985,-618.766,1
-71.5316,-46.5269,-622.009,1
-71.3253,-46.401,-618.162,1
-71.3675,-46.549,-619.365,1
-71.3124,-46.6389,-619.108,1
-71.2793,-46.7072,-618.319,1
-71.1525,-46.7299,-618.45,1
-71.3341,-46.942,-620.395,1
-71.2827,-47.102,-620.996,1
-71.3912,-47.2741,-622.463,1
-71.3686,-47.3398,-621.52,1
-71.4412,-47.4259,-621.098,1
-71.5081,-47.5634,-620.731,1
-71.3243,-47.8284,-620.399,1
-71.5935,-48.0862,-622.668,1
-71.8798,-48.2957,-624.713,1
-72.1446,-48.2239,-619.681,1
-73.1744,-49.0458,-622.694,1
-74.5611,-50.018,-627.062,1
-75.149,-50.3244,-624.963,1
-75.4263,-50.6349,-624.968,1
-75.5825,-50.6727,-623.25,1
-75.3118,-51.391,-627.787,1
-75.1153,-51.472,-626.47,1
-75.1734,-51.805,-627.569,1
-75.0712,-51.9415,-629.24,1
-74.69,-51.7052,-623.323,1
-74.7284,-52.0551,-627.482,1
-73.8915,-51.4727,-619.974,1
-73.7933,-52.2093,-626.898,1
-73.3358,-51.8592,-622.902,1
-73.2953,-51.9788,-625.303,1
-72.6042,-51.7114,-620.624,1
-72.4997,-52.1655,-623.812,1
-72.768,-52.2747,-624.298,1
-72.457,-52.4663,-626.247,1
-71.9652,-52.0174,-620.785,1
-72.035,-52.2624,-623.479,1
-71.7157,-52.0025,-621.25,1
-72.0603,-52.282,-623.87,1
-71.9452,-52.195,-622.535,1
-71.6626,-52.255,-621.785,1
-71.5407,-52.2238,-620.988,1
-71.4031,-52.2312,-620.633,1
-71.7379,-52.5529,-624.22,1
-71.8568,-52.4324,-624.898,1
-71.6546,-52.1893,-622.67,1
-71.696,-52.1695,-622.497,1
-71.3799,-51.7782,-619.05,1
-71.1647,-51.8379,-619.159,1
-71.3798,-51.9559,-621.374,1
-71.8556,-52.116,-624.964,1
-71.5742,-52.2132,-623.331,1
-71.2499,-52.0431,-621.65,1
-71.3285,-52.0981,-621.72,1
-71.1433,-51.9546,-619.41,1
-71.2876,-52.2601,-623.643,1
-71.182,-52.1651,-622.475,1
-71.0556,-52.0227,-619.225,1
-71.2913,-52.1957,-621.629,1
-70.9897,-52.592,-622.659,1
-71.3103,-52.3262,-621.416,1
-71.158,-52.5452,-622.561,1
-71.4591,-52.6616,-625.333,1
-70.9377,-52.2606,-621.404,1
-71.0602,-52.1746,-622.232,1
-71.2789,-52.4718,-624.641,1
-71.0687,-52.0345,-621.916,1
-70.9054,-51.7156,-621.707,1
-70.8062,-51.628,-622.711,1
-70.7006,-51.7931,-624.16,1
-70.5743,-51.6231,-624.078,1
-70.4737,-51.4927,-622.453,1
-70.4895,-51.8253,-625.249,1
-70.3016,-51.6485,-624.24,1
-70.082,-51.2896,-624.01,1
-69.7825,-50.9151,-622.724,1
-69.5071,-50.6235,-620.604,1
-69.0934,-50.4044,-620.723,1
-68.6222,-50.3595,-620.227,1
