 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice
1,94,255,255,255,794.138,262.255,794.138,262.255,1
2,146,255,255,255,868.979,264.726,868.979,264.726,1
3,409,255,255,255,905.889,340.182,905.889,340.182,1
4,237,255,255,255,632.568,357.327,632.568,357.327,1
5,194,255,255,255,710.907,362.412,710.907,362.412,1
6,204,255,255,255,977.686,380.529,977.686,380.529,1
7,333,255,255,255,696.803,414.863,696.803,414.863,1
8,242,255,255,255,573.322,427.963,573.322,427.963,1
9,274,255,255,255,712.456,466.631,712.456,466.631,1
10,472,255,255,255,917.975,475.381,917.975,475.381,1
11,205,255,255,255,647.739,483.046,647.739,483.046,1
12,259,255,255,255,887.654,541.932,887.654,541.932,1
13,174,255,255,255,813.431,556.466,813.431,556.466,1
14,97,255,255,255,793.397,263.284,793.397,263.284,2
15,147,255,255,255,868.575,265.473,868.575,265.473,2
16,389,255,255,255,905.253,340.785,905.253,340.785,2
17,238,255,255,255,632.223,357.828,632.223,357.828,2
18,184,255,255,255,710.685,362.299,710.685,362.299,2
19,216,255,255,255,977.338,380.421,977.338,380.421,2
20,329,255,255,255,696.579,415.245,696.579,415.245,2
21,232,255,255,255,573.207,427.810,573.207,427.810,2
22,272,255,255,255,712.438,466.923,712.438,466.923,2
23,482,255,255,255,917.303,475.701,917.303,475.701,2
24,202,255,255,255,647.173,483.213,647.173,483.213,2
25,4,255,255,255,1037.750,477.750,1037.750,477.750,2
26,262,255,255,255,886.782,542.137,886.782,542.137,2
27,178,255,255,255,813.511,555.972,813.511,555.972,2
28,2,255,255,255,517,555.500,517,555.500,2
29,2,255,255,255,519,561,519,561,2
30,9,255,255,255,538.500,569.278,538.500,569.278,2
31,4,255,255,255,520,570,520,570,2
32,2,255,255,255,518,573.500,518,573.500,2
33,8,255,255,255,528.125,579.625,528.125,579.625,2
34,6,255,255,255,517,582.500,517,582.500,2
35,49,255,255,255,756.153,587.276,756.153,587.276,2
36,2,255,255,255,816,621.500,816,621.500,2
37,107,255,255,255,793.537,262.117,793.537,262.117,3
38,152,255,255,255,868.257,265.434,868.257,265.434,3
