x,y,z,success
21.9897,-27.8744,-619.79,1
22.2147,-27.9286,-619.76,1
22.5242,-27.9431,-621.916,1
22.2826,-27.9708,-619.688,1
22.1708,-27.9983,-617.778,1
22.2745,-28.0847,-619.837,1
22.115,-28.1612,-618.447,1
22.2647,-28.3087,-621.569,1
22.3176,-28.414,-621.23,1
22.1345,-28.4435,-620.542,1
22.0007,-28.3548,-620.796,1
22.1042,-28.2446,-620.545,1
22.0762,-28.1352,-620.128,1
22.2659,-28.2802,-621.714,1
22.2004,-28.2201,-619.656,1
22.2166,-28.0674,-619.991,1
22.1664,-27.9808,-619.83,1
22.1231,-28.0153,-618.912,1
22.1762,-27.9238,-619.109,1
22.0828,-27.9873,-618.535,1
22.1604,-27.8217,-618.862,1
22.2763,-27.8787,-620.235,1
22.06,-27.8138,-618.496,1
22.0233,-27.7615,-618.026,1
22.1621,-27.9324,-619.995,1
22.1917,-28.0089,-620.292,1
22.0839,-27.8379,-618.647,1
22.2493,-27.9556,-619.445,1
22.0609,-27.9193,-618.533,1
22.1142,-28.1547,-620.071,1
21.8984,-27.9926,-618.312,1
21.9665,-28.1408,-619.356,1
22.1972,-28.1249,-620.482,1
22.1194,-28.1726,-619.941,1
22.0796,-27.9853,-619.024,1
22.0791,-28.1187,-619.515,1
22.0729,-28.0001,-619.54,1
22.1603,-27.9426,-619.724,1
22.0169,-28.015,-619.168,1
22.0978,-27.9177,-618.947,1
22.1683,-27.9284,-619.66,1
22.2258,-27.8749,-620.427,1
22.256,-27.8931,-619.691,1
22.1961,-27.8597,-620.241,1
22.2278,-27.8809,-620.895,1
22.0043,-27.8004,-618.725,1
22.1579,-27.8663,-618.724,1
22.1568,-27.9143,-619.4,1
22.2845,-28.0741,-620.05,1
22.1896,-28.0936,-619.652,1
22.2125,-28.2078,-619.704,1
21.9982,-28.1554,-618.664,1
22.0527,-28.2657,-618.803,1
22.0936,-28.3787,-618.734,1
22.166,-28.3216,-618.107,1
22.2718,-28.4012,-619.738,1
22.1115,-28.3529,-618.377,1
22.099,-28.411,-618.277,1
22.2714,-28.4455,-619.323,1
22.4073,-28.4369,-620.555,1
22.2292,-28.2786,-618.355,1
22.3869,-28.3768,-619.651,1
22.3146,-28.361,-618.648,1
22.2387,-28.328,-618.572,1
22.2539,-28.3091,-618.742,1
22.3454,-28.5054,-620.017,1
22.2888,-28.5987,-618.842,1
22.413,-28.6245,-620.407,1
22.4208,-28.6138,-619.042,1
22.4779,-28.7593,-619.27,1
22.3393,-28.8435,-619.168,1
22.3466,-28.7639,-618.439,1
22.5537,-28.9729,-621.149,1
22.3654,-28.9152,-619.544,1
22.4428,-28.9414,-619.766,1
22.3659,-28.9933,-618.595,1
22.3156,-28.9126,-618.503,1
22.316,-28.9937,-618.935,1
22.2353,-29.0026,-618.586,1
