x,y,success
917.975,475.381,1
917.303,475.701,1
917,475.856,1
917.009,476.496,1
917.286,476.415,1
917.16,476.513,1
917.056,476.697,1
917.018,476.923,1
917.831,476.829,1
917.608,476.675,1
917.89,476.764,1
917.964,476.596,1
917.291,476.133,1
917.33,476.43,1
917.39,475.702,1
917.382,475.388,1
917.907,475.483,1
917.289,475.588,1
917.46,475.368,1
917.204,475.451,1
917.348,475.158,1
917.305,475.247,1
917.752,474.97,1
917.408,475.115,1
917.519,475.437,1
917.321,475.585,1
917.43,475.284,1
917.472,475.48,1
917.383,475.584,1
917.588,475.998,1
918.073,476.057,1
918.122,476.158,1
917.788,475.812,1
917.353,475.752,1
917.94,475.792,1
917.848,475.231,1
917.793,475.166,1
918.166,475.05,1
917.879,475.304,1
918.005,474.777,1
918.102,474.956,1
918.001,474.681,1
918.182,474.34,1
917.831,474.767,1
918.377,474.694,1
917.931,474.891,1
918.059,475.057,1
917.628,475.343,1
917.934,475.438,1
917.816,475.492,1
917.841,476.097,1
917.717,476.854,1
917.929,476.808,1
917.798,476.95,1
917.946,476.872,1
917.693,477.11,1
917.911,477.168,1
917.511,477.536,1
917.669,477.412,1
917.81,477.701,1
917.743,477.432,1
917.746,477.398,1
918.024,477.419,1
917.335,477.921,1
917.771,477.469,1
917.632,478.199,1
917.941,478.385,1
917.64,478.621,1
917.309,478.838,1
917.471,479.122,1
917.157,479.467,1
917.452,479.507,1
917.548,479.72,1
917.474,480.119,1
917.105,480.172,1
916.846,480.167,1
916.737,480.386,1
916.857,480.455,1
916.755,480.489,1
916.554,481.133,1
915.963,481.221,1
915.506,481.673,1
915.395,481.766,1
915.019,481.719,1
914.638,481.668,1
914.489,481.869,1
915.106,481.89,1
915.313,482.171,1
915.305,481.741,1
914.99,481.323,1
915.026,480.839,1
915.018,480.284,1
915.449,479.748,1
915.391,479.498,1
915.704,479.398,1
915.524,478.902,1
915.733,478.514,1
915.774,478.567,1
915.774,478.655,1
915.65,479.31,1
915.582,479.629,1
916.021,479.382,1
915.824,480.159,1
915.643,480.537,1
916.021,480.625,1
915.855,480.651,1
915.846,480.404,1
915.542,480.369,1
915.696,480.184,1
915.734,479.86,1
915.434,479.43,1
915.534,479.336,1
915.393,478.958,1
915.515,478.989,1
915.423,478.21,1
915.115,477.928,1
914.847,477.951,1
914.068,477.898,1
913.557,477.785,1
913.251,476.99,1
912.646,476.554,1
912.178,476.296,1
911.945,475.862,1
911.582,475.563,1
911.502,475.458,1
911.286,475.608,1
911.443,475.208,1
911.431,474.947,1
911.741,474.894,1
911.252,474.845,1
911.577,474.381,1
911.619,474.033,1
911.491,474.599,1
911.433,474.714,1
911.387,474.823,1
911.394,474.637,1
911.386,474.716,1
911.507,475.147,1
911.64,475.18,1
911.799,475.466,1
911.302,475.3,1
911.045,474.804,1
910.979,474.403,1
910.756,473.739,1
910.984,473.133,1
910.544,472.814,1
910.743,472.257,1
910.659,472.002,1
910.469,471.631,1
910.412,471.095,1
910.284,470.456,1
910.437,470.792,1
910.143,470.766,1
909.855,471.03,1
909.895,471.191,1
910.012,471.106,1
910.208,471.243,1
909.716,471.467,1
909.854,471.635,1
909.985,471.701,1
909.775,471.89,1
909.575,471.611,1
909.722,471.283,1
909.99,471.62,1
910.192,471.546,1
909.849,471.648,1
910.083,471.634,1
910.073,471.52,1
909.595,471.056,1
910.446,470.559,1
910.817,470.553,1
911.187,470.955,1
911.683,470.567,1
911.642,470.566,1
912.035,469.196,1
911.471,467.026,1
910.343,465.519,1
909.188,463.761,1
909.984,462.293,1
910.211,460.323,1
910.341,458.628,1
910.196,456.739,1
909.75,455.413,1
909.641,455.042,1
909.912,454.592,1
910.334,454.31,1
910.195,454.068,1
909.731,453.968,1
909.605,453.679,1
909.633,453.764,1
910.112,453.479,1
910.298,453.208,1
910.049,452.344,1
910.476,451.476,1
910.403,451.392,1
910.597,450.814,1
909.979,450.356,1
910.227,449.733,1
910.297,449.41,1
910.623,449.396,1
910.834,449.337,1
911.19,450.173,1
911.65,450.529,1
911.48,451.582,1
911.626,451.495,1
911.898,452.17,1
911.747,452.677,1
911.816,453.889,1
911.484,454.302,1
911.174,454.665,1
911.491,454.61,1
911.482,455.011,1
911.664,454.975,1
911.854,456.086,1
912.065,455.997,1
912.401,456.238,1
912.094,456.844,1
912.203,456.972,1
911.753,457.489,1
912.268,458.059,1
912.757,458.58,1
912.308,459.083,1
912.138,459.424,1
912.592,459.771,1
912.928,460.672,1
915.241,461.911,1
918.306,463.846,1
920.748,465.408,1
922.165,466.63,1
922.403,467.676,1
922.112,468.322,1
921.565,468.398,1
921.57,468.877,1
921.794,469.34,1
921.399,469.498,1
921.072,470.265,1
920.209,470.316,1
920.144,470.663,1
919.76,470.101,1
919.471,470.766,1
919.224,470.479,1
919.205,471.553,1
918.58,471.246,1
918.237,471.387,1
918.008,471.863,1
918.044,471.498,1
917.462,471.373,1
917.452,471.41,1
917.651,471.209,1
917.333,471.908,1
917.071,472.178,1
916.983,471.899,1
917.022,471.907,1
917.175,471.632,1
917.395,471.496,1
917.43,471.683,1
917.558,471.379,1
917.244,471.116,1
917.003,471.175,1
917.21,471.136,1
917.416,471.42,1
917.476,471.449,1
917.062,472.161,1
917.1,471.762,1
917.082,471.905,1
917.108,471.701,1
917.198,472.218,1
917.111,472.844,1
917.566,472.959,1
917.352,473.228,1
917.244,473.023,1
917.005,472.999,1
917.128,472.897,1
917.191,472.872,1
917.458,472.688,1
917.06,472.374,1
916.642,471.644,1
915.665,471.138,1
915.001,470.812,1
913.554,470.975,1
913.525,470.995,1
913.011,471.227,1
912.755,470.023,1
911.256,469.045,1
909.509,467.321,1
908.297,466.879,1
907.525,466.547,1
906.446,466.162,1
905.349,466.18,1
905.627,466.483,1
903.999,465.574,1
901.612,464.748,1
898.625,464.104,1
895.888,463.644,1
893.875,463.359,1
893.129,463.202,1
893.115,463.666,1
893.174,464.366,1
893.115,465.397,1
893.158,466.191,1
893.162,466.902,1
893.68,467.411,1
894.085,467.836,1
894.456,467.936,1
894.697,468.323,1
895.177,469.033,1
895.39,469.287,1
895.562,469.436,1
895.624,469.184,1
895.646,469.23,1
895.656,469.605,1
896.164,469.174,1
896.57,469.454,1
896.123,469.322,1
895.854,469.641,1
896.118,470.299,1
896.529,470.539,1
896.882,470.137,1
896.859,470.233,1
896.707,470.369,1
896.762,470.265,1
896.585,470.024,1
896.958,469.863,1
897.934,469.571,1
897.991,469.638,1
898.448,469.252,1
898.64,469.269,1
898.961,469.454,1
898.699,469.489,1
898.774,469.762,1
898.749,469.541,1
898.986,469.74,1
899.02,470.011,1
898.768,470.542,1
898.787,470.568,1
898.811,470.881,1
899.384,470.985,1
899.765,471.365,1
899.914,472.067,1
899.693,472.766,1
899.849,473.426,1
900.089,474.204,1
900.114,474.218,1
900.326,474.708,1
900.267,474.235,1
