x,y,success
856.657,431.063,1
856.483,431.247,1
856.215,431.381,1
856.102,431.383,1
855.881,431.493,1
856.147,431.542,1
855.787,432.103,1
856.035,432.381,1
855.515,432.257,1
855.761,432.272,1
855.556,432.328,1
855.961,432.011,1
855.575,432.532,1
855.816,432.45,1
856.009,432.685,1
855.865,433.157,1
855.532,433.175,1
855.988,433.034,1
856.517,433.277,1
856.313,433.288,1
856.418,433.401,1
856.51,433.374,1
856.401,433.174,1
856.438,433.129,1
856.529,432.704,1
856.754,432.744,1
856.568,432.251,1
856.623,432.439,1
857.053,432.268,1
857.115,432.233,1
857.29,432.122,1
856.941,432.156,1
856.438,432.062,1
856.431,432.215,1
856.507,431.782,1
856.363,432.36,1
856.611,432.134,1
856.677,432.337,1
856.464,432.571,1
856.574,432.396,1
856.714,432.569,1
856.916,432.288,1
856.79,432.335,1
856.832,432.22,1
857.051,432.332,1
856.858,432.427,1
857.121,432.607,1
857.034,432.366,1
856.743,432.415,1
856.801,432.448,1
856.663,432.587,1
856.902,432.622,1
856.636,433.507,1
857.062,433.292,1
856.655,433.37,1
856.193,433.449,1
856.768,434.561,1
858.796,434.986,1
863.211,433.989,1
869.197,432.641,1
873.712,432.623,1
875.143,432.35,1
876.534,431.985,1
878.027,431.683,1
879.334,431.14,1
881.106,431.172,1
882.251,431.392,1
883.058,430.962,1
884.432,430.723,1
884.5,430.714,1
884.638,431.099,1
883.475,431.09,1
882.918,430.93,1
882.02,430.763,1
880.938,430.847,1
879.964,431.151,1
880.121,430.879,1
879.54,430.854,1
878.943,431.382,1
878.437,431.609,1
877.054,431.463,1
875.642,431.65,1
874.306,431.038,1
872.97,430.752,1
871.558,429.536,1
869.82,428.904,1
868.215,428.901,1
868.63,428.514,1
868.133,428.795,1
867.615,428.578,1
865.96,428.077,1
863.659,427.431,1
861.532,427.055,1
859.897,427.143,1
859.536,427.351,1
859.042,426.919,1
858.712,426.903,1
858.067,427.07,1
858.34,427.41,1
857.813,427.253,1
857.692,427.45,1
857.857,427.747,1
857.37,427.915,1
857.525,428.556,1
857.234,428.222,1
855.566,428.298,1
852.299,427.262,1
848.047,425.655,1
843.405,424.937,1
839.52,424.34,1
837.115,424.101,1
836.067,424.142,1
834.695,422.862,1
835.137,423.096,1
835.277,422.823,1
835.521,422.374,1
835.415,423.009,1
834.52,422.899,1
833.488,424.269,1
832.7,424.341,1
833.019,423.586,1
833.725,424.527,1
834.238,424.775,1
834.405,425,1
835.386,427.272,1
835.471,426.735,1
835.411,426.976,1
835.252,427.748,1
836.455,427.074,1
836.318,426.284,1
836.936,427.567,1
837.26,427.593,1
837.994,427.519,1
837.803,427.528,1
838.336,427.695,1
838.855,427.898,1
838.835,427.797,1
839.696,427.696,1
840.512,426.629,1
842.235,426.868,1
844.276,426.864,1
847.104,427.177,1
850.121,427.402,1
853.175,427.175,1
856.049,427.442,1
858.206,426.949,1
859.349,427.62,1
859.892,426.5,1
860.303,426.23,1
859.841,426.124,1
859.575,425.771,1
858.693,425.405,1
858.006,424.933,1
857.876,424.922,1
858.124,425.173,1
858.318,425.136,1
858.085,425.534,1
857.628,425.795,1
857.451,426.272,1
857.704,426.744,1
860.412,426.741,1
861.675,426.056,1
864.593,425.189,1
866.274,424.827,1
866.479,424.33,1
866.513,423.998,1
867.225,424.05,1
868.207,423.657,1
870.35,423.841,1
872.363,423.257,1
874.043,423.293,1
877.105,423.162,1
877.743,423.081,1
877.794,422.419,1
876.587,422.613,1
875.717,421.968,1
874.64,421.754,1
873.768,421.369,1
873.153,421.306,1
872.178,420.801,1
871.734,421.226,1
870.532,420.623,1
869.475,420.568,1
869.309,420.739,1
868.602,420.905,1
868.423,420.962,1
867.479,421.12,1
867.043,420.716,1
865.803,420.5,1
865.04,420.108,1
863.962,420.319,1
864.19,419.655,1
864.763,418.48,1
864.768,418.366,1
864.817,418.746,1
863.223,419.017,1
861.665,419.381,1
859.116,419.461,1
857.308,419.569,1
856.312,419.917,1
855.208,420.208,1
854.986,420.352,1
854.672,420.537,1
855.112,420.354,1
854.86,420.788,1
855.055,421.048,1
854.742,421.357,1
855.348,421.154,1
855.881,421.377,1
856.323,421.054,1
856.363,420.962,1
856.341,421.116,1
855.381,421.344,1
855.716,421.809,1
855.229,422.034,1
854.983,421.745,1
853.525,421.851,1
852.555,420.382,1
851.434,420.09,1
850.571,419.475,1
849.491,419.657,1
850.105,419.91,1
850.876,420.145,1
851.665,420.032,1
853.199,419.651,1
853.584,419.844,1
853.45,419.663,1
853.886,419.316,1
853.883,419.736,1
853.474,420.256,1
853.487,421.167,1
852.831,421.303,1
852.49,421.497,1
851.602,422.174,1
850.83,422.578,1
850.911,422.249,1
849.546,422.013,1
849.258,421.668,1
848.811,421.903,1
849.181,421.184,1
850.384,421.226,1
853.363,421.816,1
854.84,422.259,1
855.619,422.493,1
854.731,422.122,1
853.394,422.412,1
850.758,422.453,1
849.41,422.31,1
848.381,422.244,1
848.331,422.317,1
847.897,421.66,1
848.995,421.768,1
849.226,421.743,1
849.322,421.891,1
849.099,422.135,1
848.363,422.172,1
847.787,422.32,1
848.277,422.267,1
848.018,422.547,1
847.936,422.292,1
848.094,422.344,1
848.668,422.523,1
848.217,422.391,1
848.277,422.762,1
848.316,422.972,1
848.21,422.83,1
848.189,423.071,1
848.48,423.327,1
849.895,423.749,1
851.485,424.257,1
852.287,423.678,1
851.849,422.773,1
850.538,420.914,1
848.399,419.152,1
845.562,417.052,1
844.073,415.422,1
843.286,414.028,1
843.299,412.853,1
844.509,412.379,1
846.559,412.204,1
848.664,411.985,1
850.328,412.118,1
851.351,412.172,1
851.647,412.395,1
851.43,412.774,1
851.177,413.696,1
851.094,414.119,1
851.304,414.812,1
851.091,415.179,1
851.018,415.152,1
851.475,415.537,1
851.159,416.166,1
851.447,416.017,1
851.267,416.024,1
851.064,416.816,1
850.861,417.041,1
849.516,417.513,1
849.353,417.73,1
