x,y,success
873.864,373.768,1
873.497,373.919,1
873.724,374.015,1
873.551,374.056,1
873.42,374.4,1
873.64,374.581,1
873.49,374.682,1
873.546,374.744,1
873.394,374.805,1
873.169,374.812,1
873.266,374.961,1
873.33,375.177,1
873.199,375.372,1
873.296,375.439,1
873.362,375.447,1
873.562,375.552,1
873.857,375.543,1
873.922,375.503,1
873.64,375.517,1
873.724,375.571,1
873.893,375.536,1
873.977,375.658,1
873.868,375.454,1
873.964,375.451,1
874.147,375.223,1
873.847,375.24,1
873.67,374.969,1
873.827,375.099,1
873.923,374.77,1
874.205,374.867,1
873.952,374.768,1
873.645,374.681,1
873.679,374.625,1
873.896,374.649,1
873.659,374.595,1
873.484,374.713,1
873.702,374.715,1
873.76,374.831,1
873.875,375.053,1
874.015,374.882,1
873.888,375.174,1
874.206,374.869,1
874.161,374.849,1
874.194,374.971,1
874.03,374.96,1
874.082,374.938,1
874.164,374.933,1
873.756,374.853,1
874.064,374.986,1
874.007,375.089,1
874.09,375.575,1
873.899,375.601,1
874.292,375.612,1
874.533,375.653,1
874.408,375.389,1
874.415,375.108,1
876.202,374.107,1
880.487,372.294,1
885.638,370.933,1
891.074,370.595,1
894.87,370.916,1
896.73,370.434,1
897.063,370.05,1
898.679,370.047,1
900.209,369.503,1
901.444,369.335,1
902.688,369.404,1
903.435,369.276,1
903.822,369.463,1
904.127,369.764,1
903.937,370.069,1
903.233,369.789,1
902.205,369.795,1
901.229,369.883,1
900.698,370.02,1
900.707,370.039,1
900.085,370.219,1
899.661,370.172,1
899.476,370.167,1
898.87,370.081,1
897.683,370.048,1
896.017,370.1,1
894.409,370.279,1
892.161,370.253,1
890.167,370.093,1
888.353,369.598,1
887.19,369.155,1
887.291,368.797,1
887.197,368.932,1
886.178,368.576,1
884.724,368.215,1
882.954,367.99,1
881.081,367.75,1
879.193,367.766,1
878.615,367.834,1
878.196,367.843,1
877.937,367.638,1
877.021,367.767,1
876.68,367.831,1
876.249,368.204,1
876.449,368.411,1
876.318,368.829,1
876.203,369,1
875.296,369.546,1
874.234,370.651,1
871.27,371.665,1
867.949,371.715,1
863.862,371.309,1
859.322,370.325,1
855.751,368.982,1
852.83,368.227,1
851.558,367.891,1
851.665,366.95,1
851.425,366.664,1
851.776,366.041,1
851.211,366.055,1
851.262,366.578,1
850.705,366.708,1
850.134,368.099,1
850.153,368.708,1
850.415,369.656,1
850.585,370.326,1
851.239,370.903,1
851.617,371.138,1
851.383,371.542,1
851.443,371.319,1
851.483,371.665,1
852.099,371.593,1
852.099,371.545,1
852.826,372.003,1
852.972,371.781,1
853.05,372.04,1
853.306,371.935,1
853.263,371.863,1
853.65,371.881,1
854.338,371.791,1
854.561,371.587,1
855.344,371.275,1
856.026,370.667,1
857.579,370.397,1
859.934,370.017,1
862.647,370.487,1
865.604,370.527,1
868.461,370.396,1
871.135,370.882,1
873.354,370.704,1
874.323,370.517,1
875.139,370.25,1
875.164,369.888,1
874.829,369.426,1
874.372,369.121,1
873.609,368.572,1
873.124,368.664,1
872.869,368.406,1
872.461,368.36,1
872.872,368.849,1
872.741,368.929,1
872.785,369.134,1
872.949,369.154,1
874.456,369.406,1
876.367,369.392,1
877.643,368.627,1
879.267,368.493,1
880.448,368.82,1
880.062,368.558,1
879.907,369.007,1
879.914,369.101,1
881.005,369.365,1
882.395,369.527,1
884.202,369.133,1
886.005,369.03,1
887.67,368.689,1
888.722,368.718,1
888.354,368.107,1
887.938,367.897,1
886.928,367.823,1
885.996,367.174,1
885.228,367.023,1
884.732,366.676,1
884.004,366.084,1
883.397,365.792,1
882.058,365.627,1
881.594,365.529,1
880.839,365.579,1
880.514,365.412,1
880.366,365.783,1
879.604,365.291,1
879.105,365.23,1
878.458,365.235,1
877.576,364.789,1
877.802,364.141,1
877.622,363.531,1
878.183,362.913,1
878.31,362.669,1
878.103,362.164,1
877.431,362.238,1
875.873,362.266,1
874.15,362.52,1
872.266,362.764,1
871.194,363.074,1
870.879,363.107,1
870.44,363.248,1
870.573,363.174,1
870.615,363.345,1
869.966,363.367,1
869.923,363.674,1
869.995,363.8,1
870.358,364.152,1
870.837,364.054,1
871.385,364.044,1
871.315,363.711,1
870.774,364.145,1
870.559,364.309,1
870.546,364.431,1
870.421,364.602,1
871.362,364.628,1
872.647,364.426,1
877.283,363.113,1
881.211,361.806,1
883.561,361.08,1
884.462,360.713,1
885.335,360.648,1
885.874,360.589,1
886.085,360.592,1
886.38,360.333,1
885.797,360.17,1
885.154,360.104,1
884.604,360.264,1
883.737,360.349,1
882.654,360.962,1
880.703,361.632,1
879.293,361.923,1
878.268,362.248,1
877.589,362.563,1
876.507,362.503,1
874.966,362.615,1
873.955,362.54,1
872.743,362.397,1
871.433,362.497,1
870.866,362.573,1
871.532,362.678,1
873.084,362.873,1
873.963,363.02,1
874.455,363.099,1
874.137,363.01,1
872.09,362.894,1
870.312,362.914,1
868.73,362.904,1
867.995,362.841,1
867.614,362.806,1
867.905,362.76,1
868.076,362.616,1
868.325,362.659,1
868.394,362.946,1
867.88,363.11,1
867.9,363.195,1
867.204,362.982,1
866.95,363.059,1
867.231,363.028,1
867.413,362.971,1
867.519,363.028,1
867.631,363.019,1
867.641,363.368,1
867.229,363.547,1
867.258,363.939,1
867.391,363.933,1
867.448,363.901,1
869.935,364.484,1
877.119,364.33,1
885.053,363.798,1
889.27,362.963,1
890.171,362.117,1
889.099,360.75,1
886.414,359.071,1
884.063,357.078,1
881.377,355.743,1
879.954,354.63,1
879.058,354.013,1
879.671,353.822,1
880.964,353.527,1
883.218,353.437,1
884.435,353.569,1
885.926,353.871,1
886.087,354.153,1
886.072,354.611,1
885.884,355.28,1
885.832,355.817,1
885.895,356.127,1
885.767,356.665,1
885.927,356.804,1
886.037,357.373,1
885.841,357.645,1
886.063,357.678,1
885.871,357.638,1
885.595,357.839,1
884.909,358.511,1
881.535,358.949,1
875.105,359.697,1
871.122,359.754,1
870.805,359.616,1
871.735,359.55,1
873.125,359.871,1
874.299,360.623,1
875.557,362.516,1
876.338,364.519,1
876.619,366.211,1
876.085,367.441,1
874.538,368.324,1
872.588,368.676,1
870.79,368.673,1
869.807,367.976,1
869.123,367.465,1
868.888,366.682,1
868.916,365.697,1
869.11,364.73,1
868.921,363.581,1
868.379,362.886,1
867.56,362.274,1
867.682,362.398,1
867.463,362.355,1
867.601,362.607,1
868.271,362.842,1
868.079,363.136,1
868.13,363.549,1
868.233,363.833,1
867.826,363.963,1
867.875,364.202,1
867.662,364.059,1
867.884,364.262,1
867.874,364.519,1
867.722,364.17,1
867.942,364.526,1
868.017,364.337,1
867.779,364.172,1
867.637,364.294,1
867.584,364.469,1
867.468,364.149,1
868.271,364.115,1
868.869,363.971,1
870.052,363.567,1
869.233,363.553,1
869.235,362.191,1
866.409,359.346,1
859.368,355.387,1
853.087,351.031,1
847.709,348.379,1
846.012,347.291,1
846.075,347.093,1
846.894,347.638,1
847.815,348.22,1
847.585,349.195,1
846.655,350.141,1
845.981,350.698,1
845.013,350.996,1
844.328,351.652,1
844.696,352.506,1
845.331,353.05,1
845.91,353.324,1
846.703,353.888,1
847.319,353.982,1
847.437,354.291,1
848.241,354.557,1
849.509,354.488,1
851.407,354.922,1
853.109,355.399,1
855.219,355.861,1
857.186,356.393,1
858.262,357.111,1
858.522,357.506,1
858.893,357.973,1
859.782,358.354,1
861.718,358.881,1
863.833,359.563,1
865.604,360.516,1
866.698,361.447,1
866.58,362.2,1
866.51,362.869,1
865.762,363.581,1
865.548,364.39,1
865.079,364.327,1
865.525,364.632,1
865.245,364.645,1
865.042,364.848,1
864.384,364.729,1
864.119,365.305,1
863.91,365.798,1
863.767,366.059,1
863.8,366.115,1
863.858,366.275,1
863.864,366.385,1
864.009,366.159,1
864.057,366.171,1
863.351,365.88,1
863.339,366.166,1
863.604,365.8,1
863.09,365.998,1
863.418,365.569,1
863.41,365.754,1
863.055,365.768,1
863.152,365.641,1
863.38,365.585,1
863.228,365.585,1
863.577,365.497,1
863.497,365.582,1
863.365,365.642,1
862.913,365.756,1
863.163,366.112,1
863.381,366.154,1
