x,y,success
507.15,506.486,1
507.17,506.258,1
507.154,506.352,1
507.576,506.972,1
507.376,508.12,1
507.674,509.519,1
507.958,510.638,1
507.864,511.798,1
507.86,513.083,1
507.771,514.465,1
507.519,516.474,1
508.11,520.298,1
508.763,525.498,1
508.428,532.696,1
507.373,539.887,1
506.416,548.115,1
504.445,554.662,1
502.515,560.711,1
500.051,566.958,1
498.587,573.894,1
496.312,581.195,1
493.688,588.597,1
491.364,596.076,1
488.22,603.23,1
484.628,609.464,1
480.473,614.166,1
476.419,618.735,1
473.018,622.875,1
470.156,627.393,1
466.714,631.052,1
464.647,634.513,1
462.367,636.71,1
461.205,638.497,1
459.481,640.475,1
457.547,642.56,1
454.99,644.054,1
451.727,646.229,1
448.951,647.472,1
447.364,649.129,1
444.768,649.671,1
443.183,650.336,1
441.837,650.52,1
441.43,650.908,1
440.944,651.007,1
440.332,650.948,1
440.433,651.505,1
439.874,651.659,1
439.541,651.925,1
438.716,652.148,1
438.122,651.755,1
437.003,651.605,1
436.403,652.616,1
436.119,652.243,1
435.832,652.163,1
436.268,651.784,1
436.118,651.621,1
436.791,651.176,1
436.943,650.36,1
437.704,648.895,1
439.506,647.253,1
441.862,644.456,1
445.892,641.337,1
450.014,637.105,1
454.393,632.432,1
458.291,626.094,1
462.626,620.366,1
466.08,614.271,1
469.462,608.905,1
473.218,603.785,1
476.894,599.028,1
480.919,593.325,1
485.039,587.601,1
488.961,581.403,1
493.129,575.041,1
496.741,568.785,1
500.79,563.527,1
505.322,558.826,1
509.701,554.157,1
515.666,549.033,1
522.075,541.668,1
527.256,532.132,1
530.238,520.197,1
532.584,507.797,1
535.695,496.335,1
538.29,485.502,1
540.879,475.148,1
542.875,466.705,1
544.48,459.213,1
546.119,452.059,1
547.474,443.811,1
548.328,433.394,1
548.283,421.743,1
547.059,411.251,1
547.987,402.159,1
548.58,394.29,1
548.782,387.412,1
548.708,381.489,1
548.379,376.163,1
546.895,370.264,1
544.936,363.48,1
541.513,355.871,1
538.822,348.437,1
536.115,342.388,1
533.63,336.79,1
532.735,331.428,1
532.483,326.306,1
532.355,321.789,1
532.565,317.684,1
531.718,314.498,1
530.802,310.543,1
529.222,306.201,1
527.639,302.161,1
525.338,296.953,1
522.289,291.344,1
518.549,286.681,1
515.258,282.219,1
512.992,278.225,1
511.961,275.619,1
510.223,273.567,1
509.662,272.194,1
507.911,272.096,1
506.635,272.041,1
505.374,272.004,1
504.164,271.595,1
503.127,271.139,1
502.704,271.247,1
501.973,270.952,1
502.183,271.759,1
501.885,273.427,1
501.333,274.189,1
500.953,276.797,1
501.373,279.869,1
503.148,283.831,1
505.735,290.074,1
508.974,298.592,1
512.312,307.81,1
515.15,318.052,1
518.587,328.299,1
521.521,337.847,1
524.519,346.961,1
526.356,355.518,1
527.179,363.317,1
528.255,371.708,1
529.153,382.63,1
530.458,393.812,1
530.398,404.961,1
530.9,415.984,1
530.945,427.249,1
530.236,438.042,1
528.475,448.396,1
526.995,458.636,1
524.014,467.949,1
521.491,476.426,1
518.257,483.872,1
514.479,489.997,1
510.394,495.844,1
506.321,501.467,1
502.331,506.786,1
497.398,510.965,1
492.995,514.998,1
487.995,519.925,1
485.824,527.169,1
483.712,533.537,1
481.754,538.006,1
480.02,540.239,1
478.744,541.714,1
477.665,542.416,1
476.977,542.538,1
476.477,541.677,1
476.217,539.807,1
476.213,538.331,1
476.547,536.594,1
477.144,535.367,1
477.55,534.128,1
477.938,533.324,1
478.615,533.213,1
478.695,533.571,1
480.005,534.752,1
479.852,535.405,1
480.43,536.618,1
480.498,537.586,1
480.736,538.558,1
481.034,540.004,1
481.38,540.653,1
481.922,541.14,1
481.572,541.495,1
481.007,541.16,1
480.383,541.143,1
480.61,540.349,1
479.747,539.733,1
479.668,539.418,1
479.394,538.586,1
