x,y,success
762.279,446.103,1
762.489,446.598,1
762.335,446.88,1
762.614,448.549,1
763.085,450.324,1
764.021,452.725,1
764.144,454.991,1
763.769,456.898,1
764.015,459.385,1
764.346,463.987,1
765.229,472.701,1
766.858,485.945,1
769.093,502.004,1
770.264,519.327,1
770.034,536.407,1
767.775,552.409,1
764.535,566.137,1
760.901,579.388,1
757.893,592.503,1
754.805,606.671,1
751.342,620.809,1
747.525,635.725,1
743.319,650.51,1
737.4,664.57,1
730.236,678.271,1
723.327,690.839,1
716.617,702.225,1
710.633,712.059,1
704.664,721.007,1
698.742,728.5,1
694.902,734.603,1
691.151,739.647,1
687.986,743.8,1
685.496,747.983,1
681.797,752.079,1
678.418,756.275,1
672.216,763.943,1
668.249,767.399,1
666.933,769.619,1
663.289,770.596,1
662.103,771.279,1
660.371,771.5,1
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
660.371,771.5,0
654.5,772,1
656.769,770.329,1
658.946,766.49,1
667.489,754.964,1
674.883,746.277,1
681.821,735.88,1
689.268,724.832,1
696.144,713.09,1
702.365,701.439,1
708.48,690.263,1
714.958,679.123,1
720.89,667.565,1
727.031,655.038,1
732.925,641.645,1
739.614,627.481,1
745.671,612.83,1
750.855,598.799,1
756.764,584.848,1
761.431,571.637,1
767.364,556.005,1
773.9,538.153,1
773.9,538.153,0
773.9,538.153,0
773.712,541.297,1
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
773.712,541.297,0
