 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice
1,241,255,255,255,680.728,241.330,680.728,241.330,1
2,318,255,255,255,743.223,252.695,743.223,252.695,1
3,259,255,255,255,490.678,315.133,490.678,315.133,1
4,485,255,255,255,747.018,332.374,747.018,332.374,1
5,354,255,255,255,584.141,333.042,584.141,333.042,1
6,252,255,255,255,910.782,365.619,910.782,365.619,1
7,426,255,255,255,558.254,401.362,558.254,401.362,1
8,397,255,255,255,412.256,413.409,412.256,413.409,1
9,380,255,255,255,762.279,446.103,762.279,446.103,1
10,417,255,255,255,591.275,468.064,591.275,468.064,1
11,432,255,255,255,507.150,506.486,507.150,506.486,1
12,413,255,255,255,756.432,519.268,756.432,519.268,1
13,158,255,255,255,705.956,555.025,705.956,555.025,1
14,238,255,255,255,680.710,241.475,680.710,241.475,2
15,314,255,255,255,743.949,252.650,743.949,252.650,2
16,271,255,255,255,490.873,315.135,490.873,315.135,2
17,483,255,255,255,747.355,332.608,747.355,332.608,2
18,369,255,255,255,584.411,333.012,584.411,333.012,2
19,250,255,255,255,910.868,365.792,910.868,365.792,2
20,432,255,255,255,558.155,401.259,558.155,401.259,2
21,388,255,255,255,412.735,413.407,412.735,413.407,2
22,379,255,255,255,762.489,446.598,762.489,446.598,2
23,410,255,255,255,591.183,468.480,591.183,468.480,2
24,2,255,255,255,705,483.500,705,483.500,2
25,7,255,255,255,419.214,491.500,419.214,491.500,2
26,442,255,255,255,507.170,506.258,507.170,506.258,2
27,414,255,255,255,756.321,519.362,756.321,519.362,2
28,162,255,255,255,705.994,554.796,705.994,554.796,2
29,250,255,255,255,681.184,241.880,681.184,241.880,3
30,297,255,255,255,743.971,253.217,743.971,253.217,3
31,261,255,255,255,491.159,315.266,491.159,315.266,3
32,484,255,255,255,747.519,333.192,747.519,333.192,3
33,348,255,255,255,584.644,333.405,584.644,333.405,3
34,260,255,255,255,910.781,366.581,910.781,366.581,3
35,419,255,255,255,558.464,401.593,558.464,401.593,3
36,411,255,255,255,412.607,413.505,412.607,413.505,3
37,387,255,255,255,762.335,446.880,762.335,446.880,3
38,406,255,255,255,591.209,468.618,591.209,468.618,3
39,10,255,255,255,395.800,466.100,395.800,466.100,3
40,18,255,255,255,704.778,483.333,704.778,483.333,3
41,425,255,255,255,507.154,506.352,507.154,506.352,3
42,2,255,255,255,425,501.500,425,501.500,3
43,411,255,255,255,756.296,519.850,756.296,519.850,3
44,163,255,255,255,705.979,554.948,705.979,554.948,3
45,245,255,255,255,681.871,242.671,681.871,242.671,4
46,305,255,255,255,744.844,254.880,744.844,254.880,4
47,269,255,255,255,491.214,316.106,491.214,316.106,4
48,474,255,255,255,747.888,334.658,747.888,334.658,4
49,348,255,255,255,585.046,334.152,585.046,334.152,4
50,249,255,255,255,911.572,368.420,911.572,368.420,4
51,401,255,255,255,558.258,402.882,558.258,402.882,4
52,403,255,255,255,412.979,413.629,412.979,413.629,4
53,367,255,255,255,762.614,448.549,762.614,448.549,4
54,401,255,255,255,591.273,469.415,591.273,469.415,4
55,12,255,255,255,704.250,484.750,704.250,484.750,4
56,432,255,255,255,507.576,506.972,507.576,506.972,4
57,391,255,255,255,756.012,521.040,756.012,521.040,4
58,167,255,255,255,705.165,556.099,705.165,556.099,4
59,247,255,255,255,683.103,243.897,683.103,243.897,5
60,319,255,255,255,745.456,256.795,745.456,256.795,5
61,254,255,255,255,492.260,316.567,492.260,316.567,5
62,477,255,255,255,748.947,336.838,748.947,336.838,5
63,352,255,255,255,586.116,335.361,586.116,335.361,5
64,253,255,255,255,912.069,370.215,912.069,370.215,5
65,423,255,255,255,558.999,404.044,558.999,404.044,5
66,400,255,255,255,413.912,414.642,413.912,414.642,5
67,376,255,255,255,763.085,450.324,763.085,450.324,5
68,407,255,255,255,591.618,471.038,591.618,471.038,5
69,8,255,255,255,704.750,485.750,704.750,485.750,5
70,426,255,255,255,507.376,508.120,507.376,508.120,5
71,397,255,255,255,756.432,522.875,756.432,522.875,5
72,177,255,255,255,705.472,557.607,705.472,557.607,5
73,248,255,255,255,683.823,245.976,683.823,245.976,6
74,308,255,255,255,746.756,258.841,746.756,258.841,6
75,267,255,255,255,493.051,318.215,493.051,318.215,6
76,372,255,255,255,586.683,337.478,586.683,337.478,6
77,480,255,255,255,749.785,339.646,749.785,339.646,6
78,238,255,255,255,912.668,373.252,912.668,373.252,6
79,426,255,255,255,559.765,405.911,559.765,405.911,6
80,378,255,255,255,414.516,416.132,414.516,416.132,6
81,374,255,255,255,764.021,452.725,764.021,452.725,6
82,391,255,255,255,592.004,472.687,592.004,472.687,6
83,1,255,255,255,705.500,489.500,705.500,489.500,6
84,431,255,255,255,507.674,509.519,507.674,509.519,6
85,392,255,255,255,756.446,525.260,756.446,525.260,6
86,162,255,255,255,705.704,559.451,705.704,559.451,6
87,243,255,255,255,684.381,247.150,684.381,247.150,7
88,310,255,255,255,747.829,260.432,747.829,260.432,7
89,265,255,255,255,494.021,319.213,494.021,319.213,7
90,3,255,255,255,695.167,315.833,695.167,315.833,7
91,348,255,255,255,587.537,338.563,587.537,338.563,7
92,486,255,255,255,750.265,341.208,750.265,341.208,7
93,237,255,255,255,913.023,375.694,913.023,375.694,7
94,414,255,255,255,560.377,407.548,560.377,407.548,7
95,400,255,255,255,414.530,417.180,414.530,417.180,7
96,371,255,255,255,764.144,454.991,764.144,454.991,7
97,385,255,255,255,592.606,474.274,592.606,474.274,7
98,12,255,255,255,704.583,489.167,704.583,489.167,7
99,8,255,255,255,414,492.500,414,492.500,7
100,428,255,255,255,507.958,510.638,507.958,510.638,7
101,387,255,255,255,756.714,527.019,756.714,527.019,7
102,158,255,255,255,705.937,560.633,705.937,560.633,7
103,240,255,255,255,684.746,248.929,684.746,248.929,8
104,314,255,255,255,747.892,262.207,747.892,262.207,8
105,258,255,255,255,494.008,320.725,494.008,320.725,8
106,358,255,255,255,587.637,340.176,587.637,340.176,8
107,480,255,255,255,750.338,342.990,750.338,342.990,8
108,245,255,255,255,912.998,377.598,912.998,377.598,8
109,416,255,255,255,560.769,408.712,560.769,408.712,8
110,391,255,255,255,414.999,418.382,414.999,418.382,8
111,372,255,255,255,763.769,456.898,763.769,456.898,8
112,392,255,255,255,592.125,475.630,592.125,475.630,8
113,6,255,255,255,698.167,492.833,698.167,492.833,8
114,10,255,255,255,704.400,492.600,704.400,492.600,8
115,420,255,255,255,507.864,511.798,507.864,511.798,8
116,400,255,255,255,756.125,528.632,756.125,528.632,8
117,162,255,255,255,705.080,562.290,705.080,562.290,8
118,248,255,255,255,685.835,250.476,685.835,250.476,9
119,312,255,255,255,748.734,264.212,748.734,264.212,9
120,258,255,255,255,494.469,321.589,494.469,321.589,9
121,7,255,255,255,694.071,321.071,694.071,321.071,9
122,366,255,255,255,587.992,341.669,587.992,341.669,9
123,474,255,255,255,750.694,345.101,750.694,345.101,9
124,246,255,255,255,913.069,380.069,913.069,380.069,9
125,425,255,255,255,560.782,410.387,560.782,410.387,9
126,387,255,255,255,415.053,419.275,415.053,419.275,9
127,357,255,255,255,764.015,459.385,764.015,459.385,9
128,397,255,255,255,592.225,477.074,592.225,477.074,9
129,420,255,255,255,507.860,513.083,507.860,513.083,9
130,408,255,255,255,755.743,530.760,755.743,530.760,9
131,154,255,255,255,705.013,564.104,705.013,564.104,9
132,248,255,255,255,687.903,253.766,687.903,253.766,10
133,300,255,255,255,750.873,268.893,750.873,268.893,10
134,264,255,255,255,495.867,323.246,495.867,323.246,10
135,375,255,255,255,589.231,344.687,589.231,344.687,10
136,472,255,255,255,752.174,349.983,752.174,349.983,10
137,234,255,255,255,913.778,386.150,913.778,386.150,10
138,422,255,255,255,561.725,412.912,561.725,412.912,10
