x,y,success
994.337,551.81,1
994.801,550.791,1
994.952,550.812,1
995.16,550.048,1
995.241,550.297,1
994.396,551.484,1
994.52,551.772,1
994.307,551.849,1
994,551.866,1
994.19,551.757,1
993.724,551.964,1
993.429,552.876,1
993.738,552.308,1
993.641,552.891,1
993.805,552.595,1
993.881,552.119,1
993.743,552.668,1
993.5,552.96,1
992.479,553.932,1
992.849,553.849,1
992.619,554.023,1
992.869,553.722,1
992.737,553.858,1
992.726,554.172,1
992.339,554.178,1
992.402,553.995,1
992.576,553.152,1
991.474,554.105,1
991.91,553.715,1
991.452,554.238,1
991.824,554.354,1
991.729,554.42,1
991.753,554.384,1
991.769,554.277,1
991.795,554.158,1
991.002,554.704,1
990.681,554.624,1
990.943,554.093,1
990.615,554.915,1
990.651,555.13,1
991.647,554.381,1
991.451,554.511,1
990.933,554.629,1
990.96,554.861,1
990.531,554.961,1
990.567,554.658,1
989.782,555.336,1
990.149,555.101,1
990.132,554.717,1
990.185,555.085,1
990.711,554.466,1
990.495,554.709,1
990.644,554.608,1
989.956,554.987,1
990.096,554.444,1
989.288,555.054,1
989.637,554.212,1
989.008,554.89,1
989.701,554.041,1
990.36,553.198,1
991.249,552.79,1
995.931,553.279,1
1005.23,554.529,1
1011.81,555.968,1
1015.13,556.304,1
1016.32,556.864,1
1017.37,557.321,1
1017.85,557.496,1
1017.88,557.833,1
1018.3,557.576,1
1018.35,558.054,1
1018.84,557.358,1
1019.27,556.703,1
1019.26,556.007,1
1019.46,554.443,1
1019.64,553.889,1
1019.43,553.17,1
1019.39,552.81,1
1019.83,552.093,1
1019.65,552.34,1
1019.81,552.635,1
1018.95,552.491,1
1018.16,552.722,1
1017.33,552.905,1
1016.85,552.71,1
1016.42,552.922,1
1015.84,553.344,1
1015.37,553.528,1
1015.53,553.738,1
1014.64,553.998,1
1014.7,554.23,1
1014.17,553.876,1
1013.38,554.189,1
1012.9,554.027,1
1012.21,554.069,1
1011.62,553.747,1
1009.59,553.772,1
1007.98,553.476,1
1006.23,552.688,1
1005.75,551.432,1
1004.43,551.624,1
1003.27,551.992,1
1003.03,551.966,1
1002.29,552.149,1
1001.69,552.843,1
1001.42,552.705,1
1002.09,552.203,1
1001.42,552.099,1
1000.79,552.571,1
1000.72,551.966,1
999.797,551.62,1
998.557,549.193,1
993.835,544.287,1
989.152,537.933,1
986.075,533.957,1
984.143,530.997,1
982.04,529.312,1
980.723,527.269,1
979.182,525.721,1
977.585,524.18,1
975.565,523.309,1
973.597,522.658,1
972.645,521.546,1
971.551,521.214,1
970.346,521.019,1
969.673,520.985,1
969.079,521.515,1
968.784,521.622,1
968.919,521.882,1
968.733,522.125,1
968.731,522.593,1
968.869,522.732,1
968.398,522.818,1
968.171,522.995,1
968.118,523.116,1
968.209,523.053,1
968.053,522.989,1
968.503,522.865,1
968.523,521.827,1
968.645,521.401,1
968.45,520.943,1
968.367,520.894,1
968.345,521.145,1
968.574,520.839,1
968.423,520.794,1
968.398,521.109,1
968.622,521.036,1
968.315,521.094,1
968.568,521.106,1
968.979,521.542,1
969.365,521.632,1
970.193,522.86,1
971.51,523.841,1
975.076,527.131,1
982.376,533.536,1
993.277,539.908,1
1002.64,543.365,1
1007.61,544.587,1
1013.09,544.246,1
1018.47,543.496,1
1021.71,542.753,1
1022.47,542.298,1
1022.09,541.609,1
1021.83,541.264,1
1021.7,540.905,1
1021,541.68,1
1020.37,542.149,1
1019.71,542.71,1
1019.78,543.489,1
1018.81,544.354,1
1018.46,544.836,1
1018.33,545.214,1
1018.21,545.148,1
1017.77,545.304,1
1017.94,545.305,1
1017.47,544.914,1
1017.18,544.113,1
1017.12,543.2,1
1016.99,542.751,1
1017.02,541.289,1
1016.9,540.116,1
1016.6,539.534,1
1017.28,538.959,1
1016.35,539.091,1
1015.87,539.923,1
1015.82,539.887,1
1015.33,540.153,1
1013.38,540.434,1
1011.13,540.599,1
1008.96,540.996,1
1006.51,540.736,1
1004.52,538.709,1
1001.79,537.348,1
999.866,535.067,1
997.488,532.238,1
994.303,530.429,1
992.265,527.164,1
990.799,525.665,1
990.163,524.778,1
990.036,525.053,1
989.487,525.329,1
988.969,525.389,1
988.51,525.916,1
988.922,527.161,1
991.451,530.163,1
999.724,533.555,1
1007.57,535.849,1
1011.71,537.763,1
1014.01,537.954,1
1014.95,538.581,1
1016.36,538.447,1
1016.97,538.923,1
1017.58,539.115,1
1018.12,538.973,1
1017.83,539.637,1
1018.08,540.519,1
1018.55,540.601,1
1018.09,540.748,1
1018.03,540.318,1
1018.61,539.429,1
1018.29,537.737,1
1018.29,537.063,1
1018.98,535.513,1
1019.19,535.033,1
1019.43,534.872,1
1019.48,534.705,1
1019.77,534.231,1
1019.81,534.351,1
1019.38,534.429,1
1019.17,534.09,1
1018.22,534.332,1
1018.77,534.476,1
1018.54,534.151,1
1018.85,533.51,1
1018.53,533.075,1
1018.21,532.421,1
1017.48,531.878,1
1018.31,531.636,1
1018.46,531.845,1
1018.52,532.231,1
1017.94,532.141,1
1017.13,531.125,1
1015.59,530.688,1
1012.87,530.282,1
1009,529.807,1
1006.35,529.313,1
1003.09,528.833,1
998.496,527.509,1
993.062,524.179,1
986.678,520.681,1
981.092,517.173,1
977.409,514.345,1
974.296,512.013,1
972.262,510.32,1
970.458,508.885,1
968.607,508.118,1
966.679,507.596,1
966.13,507.723,1
965.184,508.237,1
964.584,508.414,1
963.887,508.936,1
963.342,509.312,1
962.624,510.132,1
961.832,510.592,1
961.059,511.175,1
960.653,511.577,1
959.841,511.933,1
959.245,512.13,1
959.173,512.519,1
959.142,512.111,1
959.544,511.646,1
960.149,510.972,1
960.14,510.792,1
960.559,510.718,1
960.522,511.084,1
960.685,510.969,1
961.049,510.698,1
960.966,510.76,1
961.51,510.705,1
961.923,510.976,1
962.252,511.05,1
962.701,511.778,1
962.824,512.686,1
962.996,513.95,1
962.852,514.328,1
962.535,514.932,1
962.254,515.025,1
962.452,514.372,1
962.383,514.356,1
962.387,514.061,1
962.543,513.301,1
962.658,513.297,1
963.624,512.876,1
963.879,512.791,1
963.476,512.599,1
963.171,512.345,1
962.911,512.062,1
962.279,510.825,1
961.739,510.199,1
961.251,509.335,1
961.155,508.852,1
960.665,508.402,1
960.134,507.89,1
958.342,508.06,1
956.491,507.638,1
954.726,507.378,1
954.256,506.777,1
954.062,507.055,1
953.701,506.711,1
953.284,507.323,1
953.605,507.414,1
954.117,507.574,1
954.061,507.77,1
953.51,507.864,1
953.259,508.132,1
953.449,508.397,1
953.663,508.424,1
954.351,508.958,1
954.542,509.556,1
954.803,509.6,1
954.449,509.95,1
954.179,509.87,1
953.701,510.937,1
953.572,511.256,1
953.495,511.846,1
953.219,511.975,1
953.08,512.429,1
952.802,511.838,1
952.778,511.391,1
952.881,511.322,1
953.131,511.341,1
953.145,510.755,1
952.696,510.351,1
952.345,510.748,1
952.075,511.425,1
951.534,511.393,1
951.631,511.641,1
952.191,511.578,1
952.457,511.555,1
953.775,511.122,1
954.814,512.07,1
956.605,513.889,1
959.075,515.975,1
960.862,518.308,1
963.904,520.832,1
965.906,521.785,1
966.517,522.679,1
966.127,522.864,1
965.497,522.513,1
964.774,521.571,1
964.671,521.3,1
964.239,520.246,1
963.521,519.73,1
963.45,518.766,1
963.296,518.803,1
963.187,518.321,1
963.125,518.733,1
963.436,518.676,1
