x,y,z,success
-126.939,-29.0314,-528.646,1
-127.008,-29.0136,-528.611,1
-127.075,-29.1366,-528.988,1
-127.089,-28.9685,-528.673,1
-127.193,-28.9297,-528.916,1
-127.254,-28.923,-528.673,1
-127.316,-28.9326,-529.174,1
-127.237,-28.6259,-528.389,1
-127.396,-28.5812,-529.017,1
-127.266,-28.4181,-528.568,1
-127.283,-28.3212,-528.53,1
-127.261,-28.353,-528.257,1
-127.316,-28.4513,-528.58,1
-127.221,-28.4706,-528.18,1
-127.354,-28.6389,-529.01,1
-127.22,-28.5449,-527.852,1
-127.297,-28.7661,-528.556,1
-127.077,-29.015,-527.114,1
-127.077,-29.4491,-527.513,1
-127.117,-30.1184,-527.944,1
-126.887,-30.7211,-527.438,1
-126.925,-31.3994,-527.847,1
-126.864,-32.0781,-527.728,1
-126.742,-32.4681,-527.393,1
-126.602,-32.8195,-527.043,1
-126.61,-33.2147,-527.377,1
-126.595,-33.4225,-527.54,1
-126.691,-33.852,-527.943,1
-126.604,-34.0499,-527.358,1
-126.438,-34.5155,-527.309,1
-126.47,-34.9065,-527.713,1
-126.23,-35.1351,-527.046,1
-126.09,-35.5114,-527.317,1
-126.083,-35.9638,-527.535,1
-125.905,-36.4056,-527.114,1
-125.929,-37.0579,-527.188,1
-125.885,-37.7344,-527.244,1
-125.712,-38.222,-526.858,1
-125.585,-38.9523,-527.069,1
-125.572,-39.5012,-527.383,1
-125.312,-39.9736,-527.165,1
-125.033,-40.4992,-526.684,1
-124.822,-41.1715,-526.268,1
-124.66,-41.8132,-526.672,1
-124.42,-42.402,-526.339,1
-124.244,-43.1599,-526.401,1
-124.213,-43.8403,-527.095,1
-123.849,-44.5379,-526.599,1
-123.695,-45.3409,-526.528,1
-123.41,-45.9835,-525.624,1
-123.179,-46.5589,-525.62,1
-123.056,-47.2664,-525.919,1
-122.984,-47.9192,-526.364,1
-122.921,-48.5073,-526.421,1
-122.67,-48.9568,-526.115,1
-122.512,-49.397,-526.343,1
-122.388,-49.9388,-526.422,1
-122.169,-50.3549,-525.989,1
-122.044,-50.6859,-525.8,1
-121.755,-50.9391,-524.951,1
-121.76,-51.5303,-525.239,1
-121.741,-51.902,-525.644,1
-121.542,-52.4365,-524.832,1
-121.161,-52.8738,-523.821,1
-120.974,-53.3088,-523.44,1
-120.848,-53.8779,-524.479,1
-120.692,-54.3795,-524.682,1
-120.664,-55.0347,-525.565,1
-120.35,-55.679,-525.108,1
-120.154,-56.0962,-524.104,1
-119.806,-56.4949,-523.318,1
-119.619,-57.0837,-523.403,1
-119.563,-57.7077,-524.181,1
-119.352,-58.0594,-523.247,1
-119.295,-58.6991,-524.359,1
-119.11,-59.0475,-523.913,1
-118.907,-59.6124,-523.902,1
-118.927,-60.1564,-524.759,1
-118.57,-60.3551,-523.698,1
-118.541,-60.8901,-523.913,1
-118.562,-61.23,-524.419,1
-118.426,-61.4389,-523.909,1
-118.312,-61.7719,-523.949,1
-118.242,-61.8943,-523.303,1
-118.097,-62.167,-523.227,1
-118.085,-62.5815,-523.892,1
-118.082,-62.8225,-523.96,1
-118.109,-63.144,-524.797,1
-118.077,-63.3579,-525.193,1
-118.012,-63.5346,-524.608,1
-117.585,-63.5745,-523.383,1
-117.324,-63.7048,-522.566,1
-117.278,-63.9045,-522.921,1
-117.024,-63.9287,-522.04,1
-117.025,-64.2445,-522.397,1
-116.893,-64.3464,-522.166,1
-116.804,-64.6999,-523.019,1
-116.553,-64.9614,-522.653,1
-116.395,-65.4322,-523.159,1
-116.233,-65.9797,-523.388,1
-115.773,-66.4914,-522.38,1
-115.532,-67.3723,-522.269,1
-115.469,-68.3167,-523.454,1
-115.222,-69.3543,-523.908,1
-115.006,-70.1859,-524.584,1
-114.832,-70.7867,-524.831,1
-114.412,-71.3021,-523.736,1
-114.233,-71.8339,-523.789,1
-114.182,-72.4612,-524.568,1
-114.008,-72.9829,-524.455,1
-113.627,-73.4622,-523.906,1
-113.406,-73.7481,-523.112,1
-113.469,-74.2823,-524.468,1
-113.308,-74.7929,-524.638,1
-113.077,-75.0335,-523.932,1
-112.788,-75.5559,-523.415,1
-112.607,-75.9141,-523.209,1
-112.475,-76.3043,-523.348,1
