x,y,z,success
-35.5879,-29.0235,-543.212,1
-35.5501,-29.035,-543.616,1
-35.5449,-29.0298,-542.988,1
-35.6733,-28.9896,-543.44,1
-35.7159,-28.903,-543.632,1
-35.8297,-28.8582,-543.249,1
-35.8584,-28.7182,-543.395,1
-35.8842,-28.5949,-543.19,1
-35.8617,-28.5586,-543.574,1
-35.816,-28.4564,-542.25,1
-35.7848,-28.3915,-542.241,1
-35.7977,-28.3957,-542.669,1
-35.7829,-28.4935,-542.794,1
-35.7726,-28.5426,-542.495,1
-35.8098,-28.4737,-542.34,1
-35.7522,-28.5567,-541.719,1
-35.7575,-28.6639,-542.369,1
-35.7612,-28.7308,-541.305,1
-35.6094,-29.1398,-542.571,1
-35.5474,-29.4881,-541.738,1
-35.442,-29.921,-542.189,1
-35.3928,-30.2253,-541.426,1
-35.3191,-30.6105,-542.402,1
-35.1756,-30.927,-541.995,1
-35.1745,-31.1503,-541.819,1
-35.1144,-31.3261,-542.913,1
-35.0643,-31.5627,-542.475,1
-35.0203,-31.6991,-541.938,1
-35.0563,-31.7229,-542.211,1
-34.9194,-31.6974,-542.105,1
-34.844,-31.7889,-540.858,1
-34.7113,-31.9931,-541.338,1
-34.5624,-32.204,-541.608,1
-34.4309,-32.432,-542.765,1
-34.4309,-32.5977,-542.703,1
-34.39,-32.8087,-541.97,1
-34.3204,-33.2444,-541.89,1
-34.2724,-33.5971,-542.147,1
-34.1301,-33.8835,-541.731,1
-33.9107,-34.3066,-540.947,1
-33.7714,-34.4733,-540.611,1
-33.5746,-34.7662,-541.437,1
-33.3645,-34.9723,-540.691,1
-33.2352,-35.2826,-540.844,1
-33.0821,-35.5887,-541.482,1
-32.8831,-35.9153,-541.113,1
-32.7854,-36.1967,-541.535,1
-32.5228,-36.5111,-541.607,1
-32.3102,-36.7728,-540.591,1
-32.2066,-37.0231,-540.664,1
-31.9575,-37.3822,-539.763,1
-31.7949,-37.7395,-540.628,1
-31.6855,-37.9857,-540.42,1
-31.5606,-38.2358,-539.675,1
-31.4401,-38.4306,-539.858,1
-31.3047,-38.5976,-539.009,1
-31.1588,-38.7987,-539.89,1
-31.0249,-38.9459,-539.43,1
-30.8857,-39.1032,-539.943,1
-30.8157,-39.1985,-539.856,1
-30.7574,-39.2469,-539.387,1
-30.6393,-39.424,-539.597,1
-30.7232,-39.5742,-539.553,1
-30.5217,-39.7725,-538.545,1
-30.3155,-40.0514,-539.162,1
-30.1797,-40.3929,-539.962,1
-29.9833,-40.7826,-538.859,1
-29.7917,-41.173,-539.373,1
-29.6628,-41.334,-539.02,1
-29.5535,-41.7506,-539.332,1
-29.393,-41.969,-538.99,1
-29.2389,-42.2209,-539.88,1
-29.1314,-42.3894,-538.867,1
-28.9209,-42.7406,-538.845,1
-28.7393,-43.0235,-539.145,1
-28.5801,-43.397,-539.816,1
-28.578,-43.5316,-539.872,1
-28.3885,-43.7373,-539.147,1
-28.3614,-44.0741,-539.424,1
-28.2757,-44.0704,-538.117,1
-28.2324,-44.173,-538.608,1
-28.1898,-44.3589,-538.757,1
-28.2003,-44.4288,-539.191,1
-28.1348,-44.5239,-538.383,1
-28.1343,-44.6447,-537.935,1
-28.159,-44.6746,-539.077,1
-28.1009,-44.8664,-539.183,1
-27.965,-44.7718,-538.448,1
