x,y,z,success
-64.7438,-23.9671,-540.016,1
-64.6946,-23.906,-539.855,1
-64.7078,-23.8678,-539.561,1
-64.8624,-23.7869,-539.513,1
-64.8959,-23.8584,-540.423,1
-64.9955,-23.7236,-539.53,1
-65.0048,-23.6418,-540.281,1
-65.0098,-23.5147,-540.137,1
-65.0142,-23.3868,-539.45,1
-64.9241,-23.2629,-539.424,1
-64.9515,-23.2158,-539.291,1
-64.9465,-23.2892,-540.097,1
-64.9956,-23.3233,-539.747,1
-64.9093,-23.3669,-539.277,1
-64.9431,-23.3554,-539.455,1
-64.9135,-23.3903,-539.395,1
-64.88,-23.5773,-539.487,1
-64.843,-23.8161,-538.861,1
-64.821,-24.0789,-539.148,1
-64.7582,-24.5831,-539.515,1
-64.7206,-25.074,-539.289,1
-64.5381,-25.4982,-537.87,1
-64.5218,-25.9264,-538.686,1
-64.4926,-26.3481,-538.621,1
-64.4331,-26.5901,-538.629,1
-64.3688,-26.8216,-538.51,1
-64.3362,-26.979,-538.482,1
-64.3238,-27.1829,-537.926,1
-64.3163,-27.3198,-537.589,1
-64.2706,-27.457,-537.883,1
-64.1949,-27.7332,-537.956,1
-64.0845,-27.8267,-537.759,1
-63.9738,-28.1426,-537.997,1
-63.8658,-28.3204,-537.476,1
-63.8562,-28.6865,-537.877,1
-63.8786,-28.9803,-537.642,1
-63.8022,-29.4339,-537.771,1
-63.7465,-29.8514,-537.883,1
-63.6296,-30.3293,-537.286,1
-63.4796,-30.6346,-537.387,1
-63.3198,-31.1868,-538.244,1
-63.1815,-31.4936,-538.148,1
-63.0497,-31.8532,-537.862,1
-62.8435,-32.1766,-537.646,1
-62.7754,-32.6164,-537.869,1
-62.7138,-33.0277,-537.774,1
-62.5079,-33.4858,-537.985,1
-62.2987,-33.8548,-537.624,1
-62.1458,-34.3616,-538.034,1
-61.9494,-34.8262,-538.57,1
-61.8131,-35.1392,-537.558,1
-61.6863,-35.5421,-537.384,1
-61.5205,-35.8998,-536.817,1
-61.3326,-36.2739,-536.882,1
-61.2298,-36.6155,-537.357,1
-61.0403,-36.8723,-536.315,1
-60.9734,-37.1901,-535.97,1
-60.82,-37.2941,-536.723,1
-60.7343,-37.5592,-536.094,1
-60.574,-37.7508,-536.278,1
-60.5865,-38.075,-537.071,1
-60.5489,-38.2521,-536.433,1
-60.4679,-38.4367,-535.654,1
-60.347,-38.8248,-536.161,1
-60.117,-39.1384,-535.246,1
-59.9319,-39.577,-535.418,1
-59.7361,-39.8144,-535.291,1
-59.523,-40.3013,-534.72,1
-59.395,-40.6269,-534.831,1
-59.3577,-41.0609,-534.793,1
-59.1919,-41.4191,-535.08,1
-59.038,-41.7017,-534.309,1
-59.0161,-41.9692,-534.764,1
-58.8221,-42.2356,-533.913,1
-58.7385,-42.6905,-534.366,1
-58.5202,-43.0472,-534.908,1
-58.4088,-43.4099,-534.408,1
-58.318,-43.7795,-535.307,1
-58.2019,-43.8296,-533.611,1
-58.2121,-44.2102,-535.051,1
-58.1387,-44.2661,-533.878,1
-58.1358,-44.5463,-534.9,1
-58.1444,-44.7233,-535.212,1
-58.1632,-44.9616,-536.058,1
-58.023,-45.0832,-535.17,1
-57.9689,-45.1402,-535.218,1
-57.8631,-45.3464,-535.532,1
-57.9243,-45.3825,-534.983,1
-57.8039,-45.4549,-534.069,1
-57.6693,-45.5399,-534.291,1
-57.5428,-45.6471,-534.118,1
-57.4146,-45.6977,-533.986,1
-57.3079,-45.8639,-534.872,1
-57.1888,-45.8569,-534.517,1
-57.1821,-45.9491,-534.365,1
-57.0857,-45.9572,-533.274,1
-56.9187,-46.0827,-533.432,1
-56.7923,-46.2381,-534.002,1
-56.6116,-46.5928,-534.349,1
-56.4485,-46.9463,-533.973,1
-56.2791,-47.5422,-534.912,1
-56.2509,-48.1259,-535.436,1
-56.0201,-48.6429,-533.562,1
-55.8271,-49.2887,-534.495,1
-55.5317,-49.8012,-533.769,1
-55.3767,-50.2686,-533.593,1
-55.2716,-50.6844,-534.415,1
-55.1051,-51.1619,-534.511,1
-55.0304,-51.4605,-533.857,1
-54.8216,-51.6879,-533.639,1
-54.674,-52.0175,-533.547,1
-54.5967,-52.3248,-533.782,1
-54.5928,-52.7155,-534.702,1
-54.4645,-52.6908,-533.222,1
-54.332,-53.0592,-534.112,1
-54.2628,-53.2543,-533.423,1
-54.0543,-53.5804,-534.284,1
-54.0181,-53.7755,-533.808,1
-53.8798,-54.0429,-534.195,1
-53.6645,-54.2009,-534.001,1
-53.567,-54.4441,-533.888,1
-53.3456,-54.664,-533.923,1
-53.1432,-54.7756,-533.442,1
-52.822,-55.1418,-533.159,1
-52.5105,-55.5389,-532.921,1
-52.2524,-55.8478,-533.936,1
-51.8613,-56.2353,-533.887,1
-51.6218,-56.511,-533.338,1
-51.4097,-56.7835,-532.925,1
-50.9294,-57.1973,-533.505,1
-50.6405,-57.4489,-533.194,1
-50.2715,-57.9407,-533.173,1
-49.7933,-58.3121,-532.84,1
-49.5697,-58.5965,-532.124,1
-49.2218,-58.9795,-533.616,1
-49.0657,-59.1251,-533.251,1
-48.9145,-59.3089,-532.965,1
-48.6981,-59.492,-533.487,1
-48.4289,-59.8417,-533.013,1
-48.2707,-59.9146,-532.764,1
-47.962,-60.2269,-532.31,1
-47.808,-60.4778,-532.668,1
-47.5803,-60.6735,-532.091,1
-47.3629,-60.7674,-531.85,1
-47.4334,-60.8552,-532.942,1
-47.4239,-60.8216,-533.074,1
-47.4538,-60.7525,-532.756,1
-47.2452,-60.5431,-532.863,1
-47.1797,-60.3878,-532.434,1
-46.81,-60.1502,-531.336,1
-46.598,-60.1899,-531.925,1
-46.3669,-60.0476,-532.104,1
-46.1298,-60.0929,-532.411,1
-46.0414,-59.9451,-532.453,1
-45.8465,-59.5533,-530.994,1
-45.4316,-59.4044,-530.489,1
-45.0907,-59.6274,-530.696,1
-44.6598,-59.7832,-529.653,1
-44.387,-60.0416,-529.865,1
-44.2331,-60.3147,-530.17,1
-44.1836,-60.4059,-529.834,1
-44.1376,-60.3732,-530.109,1
-44.281,-60.3501,-529.822,1
-44.3155,-60.1914,-530.394,1
-44.5078,-59.9124,-529.747,1
-44.7201,-59.5262,-529.088,1
-44.8822,-59.2498,-529.522,1
-45.1318,-58.9233,-529.44,1
-45.4801,-58.7996,-530.205,1
-45.928,-58.4743,-530.576,1
-46.5408,-57.9122,-529.788,1
-46.9412,-57.3066,-530.007,1
-47.4246,-56.8507,-530.262,1
-47.9109,-56.0583,-529.456,1
-48.4289,-55.4369,-529.856,1
-48.9331,-54.9572,-530.203,1
-49.3937,-54.3115,-529.964,1
-50.0752,-53.6689,-530.398,1
-50.529,-52.828,-530.302,1
-51.1213,-52.281,-531.522,1
-51.6769,-51.5108,-530.074,1
-52.1894,-50.7336,-530.755,1
-52.6422,-49.865,-530.417,1
-53.1429,-48.9532,-529.949,1
-53.6559,-48.0723,-530.495,1
-54.0447,-47.1661,-530.478,1
-54.4863,-46.1525,-530.72,1
-54.8623,-45.2386,-530.448,1
-55.0819,-44.4724,-529.794,1
-55.4024,-43.8785,-530.789,1
-55.5192,-43.2951,-530.583,1
-55.7547,-42.8517,-531.244,1
-56.0077,-42.4449,-531.136,1
-56.1112,-41.8935,-530.639,1
-56.2553,-41.3482,-530.707,1
-56.5344,-40.8272,-531.981,1
-56.7345,-40.3726,-531.024,1
-56.933,-39.7963,-529.825,1
-57.153,-39.4392,-530.691,1
-57.2952,-39.181,-530.829,1
-57.4649,-38.8182,-531.075,1
-57.7142,-38.4562,-531.028,1
-57.9575,-38.0448,-531.085,1
-58.2633,-37.5258,-530.519,1
-58.6308,-37.0066,-531.292,1
-58.9075,-36.4653,-531.377,1
-59.1558,-35.6897,-530.675,1
-59.4684,-34.9361,-530.258,1
-59.8068,-34.228,-531.244,1
-60.0708,-33.6306,-531.493,1
-60.2356,-33.0044,-531.069,1
-60.4967,-32.5302,-530.562,1
-60.7466,-32.015,-531.34,1
-61.0444,-31.6787,-531.096,1
-61.3655,-31.3378,-531.931,1
-61.7818,-30.9551,-531.414,1
-62.0364,-30.5656,-531.797,1
-62.2587,-30.1251,-531.678,1
-62.3566,-29.651,-531.552,1
-62.4609,-29.1518,-531.277,1
-62.6398,-28.6914,-532.659,1
-62.8176,-28.1278,-532.091,1
-62.8753,-27.5083,-530.604,1
-63.0611,-27.0599,-530.327,1
-63.2773,-26.7709,-531.227,1
-63.5187,-26.347,-531.578,1
-63.6708,-25.8273,-531.49,1
-63.7832,-25.2503,-531.432,1
-63.8402,-24.6931,-531.395,1
-63.7762,-24.0366,-530.532,1
-63.8483,-23.596,-530.88,1
-63.8514,-23.1841,-530.639,1
-63.9229,-22.7227,-531.214,1
-63.9564,-22.2334,-530.509,1
-63.9997,-21.9479,-531.023,1
-63.9501,-21.575,-530.333,1
-63.8739,-21.3658,-530.908,1
-63.8421,-21.0075,-529.847,1
-63.944,-20.5954,-530.085,1
-64.108,-20.2931,-530.679,1
-64.2224,-19.8783,-530.3,1
-64.3051,-19.4716,-530.242,1
-64.5547,-18.8881,-531.222,1
-64.5741,-18.2958,-530.575,1
-64.6245,-17.4934,-529.874,1
-64.7603,-16.6737,-530.715,1
-64.7978,-15.9346,-531.275,1
-64.7905,-15.2002,-530.981,1
-65.0055,-14.4419,-531.59,1
-65.0936,-13.7086,-531.741,1
-65.0327,-12.8635,-530.498,1
-65.0755,-11.9978,-530.073,1
-65.164,-11.2831,-529.815,1
-65.184,-10.5404,-530.445,1
-65.094,-9.75263,-529.835,1
-65.2363,-9.12061,-530.71,1
-65.2225,-8.45068,-530.062,1
-65.0858,-7.72362,-529.977,1
-65.0272,-7.07359,-530.426,1
-65.0427,-6.49608,-531.621,1
-64.9486,-5.72293,-531.264,1
-64.8293,-5.1298,-531.426,1
-64.5843,-4.37042,-529.832,1
-64.3648,-3.58502,-529.046,1
-64.2896,-3.0587,-529.087,1
-64.1153,-2.37441,-529.043,1
-64.066,-1.62516,-529.153,1
-64.0749,-0.794984,-529.109,1
-63.9397,0.0837211,-528.837,1
-63.7385,0.832155,-528.362,1
-63.5608,1.50765,-529.166,1
-63.3033,2.13694,-529.071,1
-63.1911,2.86363,-527.796,1
-63.093,3.33362,-528.92,1
-62.9986,3.72834,-527.971,1
-63.0574,4.52295,-529.305,1
-62.9594,5.31103,-528.243,1
-62.8415,6.05174,-528.343,1
-62.6855,6.68101,-527.847,1
-62.5759,7.24908,-528.679,1
-62.4777,7.89442,-528.644,1
-62.3525,8.61847,-528.081,1
-62.2661,9.43381,-528.679,1
-62.1671,10.2235,-528.459,1
-62.2185,11.0216,-529.364,1
-62.2505,11.6334,-528.585,1
-62.0894,12.2577,-528.074,1
-62.0804,12.8501,-527.994,1
-61.9567,13.4573,-527.927,1
-61.8607,14.093,-527.615,1
-61.7119,14.6985,-527.977,1
-61.4905,15.2626,-527.39,1
-61.3981,15.8342,-527.835,1
-61.3249,16.6297,-529.419,1
-61.2145,17.3383,-528.415,1
-61.0319,18.0422,-528.311,1
-61.0053,18.8847,-528.744,1
-60.6515,19.5284,-528.215,1
-60.7573,20.422,-528.214,1
