x,y,z,success
-97.7257,73.6715,-607.529,1
-97.65,73.6432,-606.714,1
-97.5655,73.5793,-606.438,1
-97.786,73.5417,-608.47,1
-98.1674,73.4739,-609.809,1
-98.2468,72.6266,-607.009,1
-98.648,72.3331,-608.393,1
-99.0836,71.6189,-608.985,1
-99.4097,70.8041,-608.084,1
-99.8012,69.5452,-605.926,1
-100.62,68.6895,-607.03,1
-101.439,67.5731,-606.042,1
-102.191,66.8486,-607.536,1
-102.764,65.7253,-606.202,1
-103.615,65.0351,-608.262,1
-104.167,64.1596,-608.003,1
-104.678,62.9588,-606.574,1
-105.345,61.8963,-606.865,1
-106.081,60.854,-607.765,1
-106.55,59.6035,-606.564,1
-107.224,58.6134,-607.525,1
-107.551,57.7052,-607.107,1
-108.08,57.2024,-608.006,1
-108.329,56.5411,-607.308,1
-108.794,56.0918,-607.378,1
-109.225,55.6684,-607.854,1
-109.541,55.201,-607.449,1
-109.69,54.3475,-606.09,1
-109.884,53.8576,-607.112,1
-109.996,53.2594,-606.112,1
-110.139,52.993,-606.82,1
-110.188,52.2839,-604.353,1
-110.69,51.6191,-605.216,1
-110.878,50.6304,-603.188,1
-111.374,49.8193,-603.754,1
-111.573,48.6873,-602.919,1
-111.802,47.896,-603.247,1
-112.18,46.8516,-602.272,1
-112.411,46.2972,-601.576,1
-112.712,45.8079,-601.323,1
-113.056,45.3309,-601.673,1
-113.411,44.5598,-601.402,1
-113.817,43.5509,-601.155,1
-114.25,42.6526,-602.076,1
-114.291,41.8056,-600.734,1
-114.674,41.1045,-602.021,1
-114.739,40.3452,-599.986,1
-114.893,39.9425,-599.945,1
-115.011,39.282,-599.356,1
-115.2,38.8981,-599.782,1
-115.672,38.3422,-601.184,1
-116.046,37.3473,-600.557,1
-116.511,36.0658,-600.609,1
-116.958,34.6205,-600.65,1
-117.341,33.2715,-601.299,1
-117.621,32.058,-600.574,1
-118.367,31.4472,-602.469,1
-118.539,30.9158,-601.313,1
-118.922,30.4185,-601.264,1
-119.288,30.1745,-601.664,1
-119.599,29.7404,-601.476,1
-119.819,29.3904,-601.973,1
-120.169,28.5412,-602.044,1
-120.136,27.6725,-600.561,1
-120.383,26.8372,-602.09,1
-120.635,25.7051,-602.042,1
-120.59,24.563,-601.367,1
-120.786,23.3811,-601.412,1
-120.864,22.1622,-600.578,1
-121.224,21.143,-601.995,1
-121.157,20.2316,-600.582,1
-121.488,19.469,-601.517,1
-121.683,18.7686,-601.761,1
-121.631,17.9403,-601.131,1
-121.524,17.2141,-600.958,1
-121.866,16.1962,-601.363,1
-121.978,15.475,-602.044,1
-121.867,14.9104,-600.278,1
-122.048,14.299,-600.999,1
-121.919,13.7482,-600.38,1
-121.908,13.0554,-600.461,1
-122.023,12.1497,-600.704,1
-121.904,11.0665,-599.442,1
-122.128,10.1397,-600.804,1
-122.384,8.78089,-600.796,1
-122.51,7.891,-600.467,1
-122.574,6.93976,-600.635,1
-122.618,6.12949,-599.732,1
-122.769,5.17744,-598.908,1
-123.025,4.65222,-599.392,1
-123.298,4.08286,-600.19,1
-123.31,3.71502,-600.55,1
-123.068,3.05924,-598.856,1
-123.047,2.49121,-599.239,1
-122.95,1.73266,-598.839,1
-122.9,0.492916,-598.387,1
-123.013,-0.943713,-599.71,1
-122.599,-2.01744,-598.606,1
-122.332,-3.04891,-596.677,1
-122.32,-3.52144,-597.034,1
-122.312,-4.27879,-596.683,1
-122.364,-4.86179,-597.7,1
-122.487,-5.8853,-598.665,1
-122.102,-6.5158,-596.871,1
-122.097,-7.25767,-597.003,1
-122.143,-7.47656,-597.396,1
-122.208,-7.809,-597.431,1
-122.45,-8.29867,-598.52,1
-122.331,-8.40261,-597.694,1
-122.445,-8.43909,-598.673,1
-122.18,-8.25578,-597.37,1
-122.201,-8.2533,-599.061,1
-121.831,-8.17442,-596.201,1
-121.982,-7.92307,-597.418,1
-122.105,-7.8471,-597.236,1
-122.304,-7.63211,-598.119,1
-122.374,-7.46488,-597.915,1
-122.457,-7.26001,-598.429,1
-122.494,-7.12545,-598.656,1
-122.376,-6.90514,-598.658,1
-122.345,-7.03858,-598.406,1
-122.44,-7.13238,-598.635,1
-122.522,-7.07059,-598.879,1
-122.575,-6.54582,-598.571,1
-122.498,-5.75759,-598.022,1
-122.616,-4.38681,-598.519,1
-122.574,-2.96361,-598.996,1
-122.508,-1.63161,-598.037,1
-122.505,-0.188325,-597.973,1
-122.549,1.08202,-597.484,1
-122.543,2.41653,-597.29,1
-122.743,3.53821,-598.804,1
-122.706,4.78658,-598.36,1
-122.904,5.97181,-599.865,1
-122.789,7.22277,-599.112,1
-123.264,8.3298,-601.693,1
-123.26,9.46853,-601.263,1
-123.402,10.2126,-601.919,1
-123.288,11.0192,-602.241,1
