 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice
1,255,255,255,255,939.018,278.469,939.018,278.469,1
2,153,255,255,255,1003.199,280.343,1003.199,280.343,1
3,397,255,255,255,780.407,345.152,780.407,345.152,1
4,312,255,255,255,878.420,362.756,878.420,362.756,1
5,399,255,255,255,1022.871,367.009,1022.871,367.009,1
6,453,255,255,255,1134.089,407.915,1134.089,407.915,1
7,283,255,255,255,861.924,421.786,861.924,421.786,1
8,392,255,255,255,703.128,427.268,703.128,427.268,1
9,295,255,255,255,1031.839,450.466,1031.839,450.466,1
10,162,255,255,255,868.519,469.759,868.519,469.759,1
11,406,255,255,255,789.291,501.052,789.291,501.052,1
12,292,255,255,255,949.531,554.962,949.531,554.962,1
13,63,255,255,255,1019.294,551.294,1019.294,551.294,1
14,261,255,255,255,938.822,278.500,938.822,278.500,2
15,150,255,255,255,1003.253,280.220,1003.253,280.220,2
16,4,255,255,255,966,325.500,966,325.500,2
17,407,255,255,255,780.178,344.972,780.178,344.972,2
18,311,255,255,255,878.551,362.706,878.551,362.706,2
19,428,255,255,255,1022.783,367.178,1022.783,367.178,2
20,456,255,255,255,1134.311,407.765,1134.311,407.765,2
21,269,255,255,255,861.615,421.162,861.615,421.162,2
22,390,255,255,255,703.197,427.108,703.197,427.108,2
23,299,255,255,255,1031.410,450.289,1031.410,450.289,2
24,154,255,255,255,868.032,469.974,868.032,469.974,2
25,429,255,255,255,790.118,500.819,790.118,500.819,2
26,18,255,255,255,974.167,495.556,974.167,495.556,2
27,285,255,255,255,949.447,554.696,949.447,554.696,2
28,30,255,255,255,1017.933,551.433,1017.933,551.433,2
29,258,255,255,255,939.229,278.570,939.229,278.570,3
30,148,255,255,255,1003.196,280.189,1003.196,280.189,3
31,398,255,255,255,780.397,344.995,780.397,344.995,3
32,310,255,255,255,878.723,362.877,878.723,362.877,3
33,410,255,255,255,1023.024,367.454,1023.024,367.454,3
34,455,255,255,255,1134.529,407.951,1134.529,407.951,3
