x,y,z,success
4.24533,-20.7929,-622.539,1
4.47418,-20.9755,-624.505,1
4.42476,-20.8479,-623.101,1
4.67368,-20.8819,-625.025,1
4.60039,-20.8147,-622.543,1
4.72629,-20.8285,-624.705,1
4.59446,-20.8187,-623.312,1
4.57711,-20.7199,-623.044,1
4.54517,-20.7604,-623.411,1
4.5281,-20.5901,-622.746,1
4.64589,-20.6363,-623.494,1
4.69707,-20.6038,-624.319,1
4.5565,-20.5408,-623.117,1
4.47066,-20.5627,-623.341,1
4.27245,-20.5407,-623.035,1
4.32494,-20.5004,-623.149,1
4.47691,-20.3653,-623.225,1
4.58866,-20.5139,-625.417,1
4.41817,-20.507,-623.625,1
4.46804,-20.4831,-624.533,1
4.38835,-20.3954,-623.226,1
4.46908,-20.5103,-624.187,1
4.43225,-20.5391,-624.397,1
4.37075,-20.4327,-623.368,1
4.45747,-20.3305,-624.364,1
4.4318,-20.2556,-625.105,1
4.42807,-20.0005,-625.645,1
4.21234,-19.9822,-623.675,1
4.11694,-19.7566,-623.497,1
4.17158,-19.7327,-624.348,1
4.30799,-19.5194,-624.385,1
4.39982,-19.424,-624.017,1
4.54295,-19.4898,-624.463,1
4.6313,-19.5455,-624.855,1
4.53747,-19.6922,-624.153,1
4.79891,-19.7242,-624.652,1
5.10941,-19.9857,-624.538,1
5.89388,-20.664,-626.635,1
6.25581,-21.359,-625.046,1
6.95819,-22.1599,-625.141,1
7.62518,-23.0349,-627.289,1
8.10955,-23.9188,-626.635,1
8.23467,-24.6266,-624.504,1
8.69014,-25.314,-627.077,1
9.06082,-25.7983,-626.978,1
9.27734,-26.421,-625.977,1
10.0518,-26.9241,-627.187,1
10.13,-27.5235,-626.271,1
10.5137,-28.02,-626.903,1
10.7592,-28.5614,-626.1,1
10.9955,-29.1305,-626.479,1
11.2051,-29.8391,-625.075,1
11.4249,-30.3245,-625.334,1
11.7922,-30.9377,-624.963,1
12.0654,-31.6353,-626.236,1
12.4475,-32.2049,-628.566,1
12.8723,-32.85,-627.434,1
13.1095,-33.4213,-625.75,1
13.7266,-34.2642,-626.093,1
14.3358,-35.3114,-627.632,1
15.0713,-36.1532,-627.362,1
15.6249,-37.0205,-626.115,1
16.1295,-38.0548,-625.626,1
16.8917,-39.1373,-625.878,1
17.3304,-40.1432,-624.841,1
18.1957,-41.137,-626.563,1
18.8773,-42.061,-625.576,1
19.4999,-43.0087,-625.198,1
20.2318,-43.8428,-625.656,1
21.0009,-44.5841,-627.644,1
21.4559,-45.1721,-625.814,1
21.9718,-45.6945,-623.7,1
22.7945,-46.3175,-624.997,1
23.4767,-47.0347,-625.868,1
24.0432,-47.5321,-625.016,1
24.4671,-48.0272,-625.268,1
24.9787,-48.454,-625.376,1
25.4365,-49.205,-625.261,1
25.8496,-49.7193,-624.927,1
26.3352,-50.2031,-624.821,1
26.7964,-50.5719,-625.065,1
27.311,-50.9625,-625.147,1
27.5216,-51.3442,-625.573,1
27.7919,-51.5342,-625.394,1
27.897,-51.687,-623.799,1
28.2736,-51.826,-625.362,1
28.5662,-52.1641,-625.332,1
29.0814,-52.661,-626.346,1
29.2128,-53.2944,-625.418,1
29.4403,-53.9855,-625.476,1
29.6802,-54.6725,-624.287,1
30.2771,-55.5576,-626.293,1
30.5839,-56.4344,-625.001,1
31.3399,-57.3728,-626.659,1
31.8119,-58.3049,-626.327,1
32.2033,-59.3814,-627.539,1
32.4851,-60.4669,-628.537,1
32.5082,-60.5888,-626.535,1
32.9778,-61.2505,-628.207,1
33.2234,-62.0707,-629.489,1
33.3756,-62.459,-628.704,1
33.6136,-62.6137,-626.99,1
34.0751,-62.6851,-626.562,1
34.8872,-63.1728,-628.822,1
35.4689,-63.3661,-627.612,1
36.1166,-63.797,-628.32,1
36.8249,-64.1032,-627.614,1
37.1853,-64.3785,-626.493,1
37.7521,-65.1599,-627.271,1
38.4792,-65.8066,-629.454,1
38.8645,-66.4734,-628.874,1
39.2343,-66.6946,-627.798,1
39.7722,-67.0688,-627.363,1
40.1214,-67.3499,-626.147,1
41.0296,-68.0999,-629.26,1
41.3987,-67.9362,-626.559,1
42.0378,-68.2134,-626.934,1
42.2771,-68.7139,-627.785,1
42.6337,-69.1849,-629.335,1
42.662,-69.4093,-630.656,1
42.6384,-69.3864,-629.525,1
42.4795,-69.3938,-626.114,1
43.1167,-69.8218,-630.112,1
42.802,-69.6606,-628.063,1
42.8673,-69.74,-628.167,1
42.5244,-69.4575,-626.845,1
42.8169,-69.3383,-630.459,1
41.4272,-68.9315,-626.816,1
40.346,-68.889,-627.94,1
39.3418,-67.9066,-626.859,1
38.0397,-67.1419,-626.289,1
37.0818,-66.3076,-627.871,1
34.8395,-64.6631,-623.621,1
33.6771,-64.4536,-627.77,1
31.941,-63.815,-627.752,1
30.0301,-62.6624,-626.181,1
28.8245,-61.635,-626.199,1
27.9638,-60.5965,-628.755,1
26.9827,-59.6502,-628.709,1
25.6689,-58.7765,-628.986,1
24.3113,-57.6309,-628.176,1
23.0447,-56.7625,-628.476,1
21.8628,-55.8217,-629.096,1
20.4399,-54.8315,-626.984,1
19.4203,-54.0382,-627.457,1
18.4462,-53.0709,-627.341,1
17.6747,-52.206,-627.86,1
16.5508,-51.5559,-627.572,1
15.2956,-50.6299,-625.831,1
14.4688,-50.12,-628.047,1
13.2377,-49.08,-625.803,1
12.3333,-48.1673,-626.546,1
11.5193,-47.3405,-626.448,1
10.7521,-46.2254,-626.549,1
9.8069,-45.3792,-625.416,1
9.32725,-44.7168,-626.757,1
8.54305,-43.8815,-626.381,1
7.63651,-43.1499,-626.569,1
6.72565,-41.8413,-624.363,1
6.06883,-41.0822,-626.097,1
5.03193,-40.0482,-623.767,1
4.4787,-39.3015,-624.742,1
3.82488,-38.509,-624.927,1
3.15956,-37.5452,-623.611,1
2.64824,-36.7797,-624.428,1
2.06789,-35.7085,-623.89,1
1.60419,-34.7881,-624.789,1
1.08491,-33.7982,-625.218,1
0.507591,-32.5632,-622.577,1
0.104498,-31.4491,-623.479,1
-0.226881,-30.4293,-625.085,1
-0.574237,-29.1647,-622.807,1
-0.82648,-28.4176,-624.466,1
-1.56512,-27.4332,-622.598,1
-1.93683,-26.5766,-623.765,1
-2.53068,-25.499,-622.053,1
-2.78148,-24.6276,-623.752,1
-2.9415,-23.7949,-624.199,1
-3.48653,-22.9931,-622.505,1
-3.45721,-22.4333,-623.729,1
-3.65777,-21.7211,-621.858,1
-3.55946,-21.4624,-623.409,1
-3.76157,-20.8171,-623.229,1
-3.8499,-20.4611,-623.775,1
-4.00353,-19.6565,-623.649,1
-4.28957,-18.871,-622.897,1
-4.47613,-18.2049,-623.075,1
-4.53178,-17.4772,-624.264,1
-4.75402,-16.8612,-624.041,1
-5.07525,-15.7748,-622.699,1
-5.37489,-14.9042,-624.926,1
-5.75761,-13.9011,-623.914,1
-5.94757,-12.869,-624.673,1
-6.39711,-11.8121,-624.35,1
-6.80547,-10.8164,-624.541,1
-7.27205,-9.95777,-625.672,1
-7.80683,-9.10727,-624.618,1
-8.19841,-8.0827,-622.55,1
-8.30688,-6.93667,-624.863,1
-8.64693,-5.39336,-624.705,1
-8.80208,-3.42141,-624.059,1
-8.89797,-1.13427,-623.551,1
-9.02037,1.15674,-623.607,1
-9.17029,3.35793,-622.555,1
-9.34442,5.47006,-621.288,1
-9.35853,7.83073,-622.152,1
-9.43644,9.97854,-623.467,1
-9.54256,12.2697,-622.332,1
-9.62613,14.3113,-621.87,1
-9.66028,16.4317,-623.09,1
-9.60054,18.5717,-622.562,1
-9.47012,20.748,-622.564,1
-9.23221,23.1546,-622.519,1
-8.89667,25.6149,-622.179,1
-8.53639,27.8771,-622.722,1
-8.21911,30.1563,-623.314,1
-7.86806,32.3304,-624.453,1
-7.20737,34.4582,-623.694,1
