x,y,z,success
-98.8379,-18.8004,-610.336,1
-98.5903,-18.8023,-608.889,1
-98.5936,-18.8788,-609.823,1
-98.4415,-18.8301,-609.482,1
-98.455,-18.7221,-609.737,1
-98.47,-18.6384,-610.085,1
-98.5887,-18.7358,-609.769,1
-98.5914,-18.6549,-609.162,1
-98.6986,-18.5784,-609.622,1
-98.5843,-18.4364,-609.15,1
-98.3988,-18.4189,-609.037,1
-98.524,-18.3338,-609.546,1
-98.6493,-18.3838,-610.125,1
-98.8095,-18.4408,-610.263,1
-98.9299,-18.4684,-610.009,1
-98.9188,-18.4889,-609.771,1
-98.9281,-18.4043,-609.948,1
-98.814,-18.3691,-609.976,1
-98.8608,-18.2855,-609.462,1
-98.789,-18.3276,-608.795,1
-98.9281,-18.4224,-609.56,1
-99.0265,-18.5087,-609.8,1
-99.0539,-18.4441,-610.002,1
-99.1679,-18.341,-610.377,1
-99.0703,-18.0698,-609.874,1
-99.1681,-17.9095,-609.589,1
-99.188,-17.6783,-610.564,1
-99.2144,-17.4681,-610.056,1
-99.1967,-17.1386,-609.421,1
-99.3716,-16.9316,-609.952,1
-99.3154,-16.7496,-609.882,1
-99.2092,-16.8495,-610.051,1
-99.0907,-16.9343,-610.074,1
-98.9412,-17.2427,-610.697,1
-98.9879,-17.8143,-611.149,1
-98.6487,-18.5735,-610.957,1
-98.2176,-19.9423,-611.049,1
-97.5094,-21.8412,-611.222,1
-96.8941,-24.207,-610.808,1
-95.976,-26.6319,-609.357,1
-95.3389,-29.048,-609.754,1
-94.729,-31.1022,-609.202,1
-94.4525,-33.0395,-609.256,1
-94.1041,-34.945,-610.635,1
-93.5542,-36.6427,-609.642,1
-93.2177,-38.3874,-611.021,1
-92.5966,-40.1545,-610.529,1
-92.2541,-41.9204,-611.268,1
-91.9062,-43.7917,-611.407,1
-91.2731,-45.1946,-609.634,1
-90.8891,-47.0052,-610.756,1
-90.472,-48.2784,-610.272,1
-89.907,-49.7451,-609.81,1
-89.6709,-51.1169,-611.132,1
-89.134,-52.6035,-611.633,1
-88.6968,-53.9603,-610.385,1
-88.073,-55.765,-611.58,1
-87.3219,-57.599,-610.957,1
-86.6698,-59.7291,-612.579,1
-85.5562,-61.7494,-610.98,1
-84.5295,-64.1236,-611.008,1
-83.6557,-66.3941,-611.917,1
-82.6815,-68.6872,-611.198,1
-81.6996,-71.1145,-611.553,1
-80.5096,-73.0565,-609.091,1
-79.6684,-75.5331,-611.187,1
-78.3425,-77.3222,-609.438,1
-77.5317,-79.525,-610.363,1
-76.3752,-81.1391,-608.345,1
-75.3293,-82.8453,-608.098,1
