 ,Area,Mean,Min,Max,X,Y,XM,YM,Slice
1,251,255,255,255,741.145,294.620,741.145,294.620,1
2,168,255,255,255,797.560,295.190,797.560,295.190,1
3,363,255,255,255,579.302,361.820,579.302,361.820,1
4,298,255,255,255,675.839,376.936,675.839,376.936,1
5,410,255,255,255,811.849,379.312,811.849,379.312,1
6,480,255,255,255,925.100,418.406,925.100,418.406,1
7,316,255,255,255,653.377,434.079,653.377,434.079,1
8,416,255,255,255,501.125,442.447,501.125,442.447,1
9,291,255,255,255,821.332,460.593,821.332,460.593,1
10,168,255,255,255,665.458,482.268,665.458,482.268,1
11,400,255,255,255,590.325,513.498,590.325,513.498,1
12,295,255,255,255,755.453,565.137,755.453,565.137,1
13,72,255,255,255,819.306,560.792,819.306,560.792,1
14,252,255,255,255,741.401,294.544,741.401,294.544,2
15,159,255,255,255,797.997,295.443,797.997,295.443,2
16,370,255,255,255,579.141,361.778,579.141,361.778,2
17,16,255,255,255,764.375,355.438,764.375,355.438,2
18,303,255,255,255,675.381,377.084,675.381,377.084,2
19,412,255,255,255,812.138,379.706,812.138,379.706,2
20,492,255,255,255,925.096,418.697,925.096,418.697,2
21,323,255,255,255,652.571,434.568,652.571,434.568,2
22,418,255,255,255,500.935,442.660,500.935,442.660,2
23,291,255,255,255,821.012,460.837,821.012,460.837,2
24,172,255,255,255,665.488,482.128,665.488,482.128,2
25,3,255,255,255,763.833,502.833,763.833,502.833,2
26,397,255,255,255,589.976,513.641,589.976,513.641,2
27,21,255,255,255,773.881,508.119,773.881,508.119,2
28,1,255,255,255,771.500,518.500,771.500,518.500,2
29,2,255,255,255,532.500,534,532.500,534,2
30,306,255,255,255,754.637,565.137,754.637,565.137,2
31,60,255,255,255,818.700,560.967,818.700,560.967,2
32,247,255,255,255,741.144,294.650,741.144,294.650,3
33,163,255,255,255,798.003,295.396,798.003,295.396,3
34,25,255,255,255,763.420,339.620,763.420,339.620,3
35,365,255,255,255,579.333,361.448,579.333,361.448,3
36,27,255,255,255,765.241,354.796,765.241,354.796,3
37,308,255,255,255,675.292,376.753,675.292,376.753,3
38,423,255,255,255,811.691,379.663,811.691,379.663,3
39,459,255,255,255,924.524,418.572,924.524,418.572,3
40,323,255,255,255,652.221,434.788,652.221,434.788,3
41,412,255,255,255,500.546,442.527,500.546,442.527,3
42,281,255,255,255,821.062,460.770,821.062,460.770,3
43,155,255,255,255,664.468,482.229,664.468,482.229,3
44,399,255,255,255,589.976,513.628,589.976,513.628,3
45,31,255,255,255,773.016,507.694,773.016,507.694,3
46,8,255,255,255,761.500,509.500,761.500,509.500,3
47,295,255,255,255,754.676,565.158,754.676,565.158,3
48,59,255,255,255,818.788,560.924,818.788,560.924,3
49,241,255,255,255,741.143,294.737,741.143,294.737,4
50,157,255,255,255,797.806,295.806,797.806,295.806,4
51,381,255,255,255,578.791,362.217,578.791,362.217,4
52,30,255,255,255,766.167,355.600,766.167,355.600,4
53,319,255,255,255,675.149,377.265,675.149,377.265,4
54,427,255,255,255,811.542,380.207,811.542,380.207,4
55,491,255,255,255,924.653,419.093,924.653,419.093,4
56,336,255,255,255,651.890,435.188,651.890,435.188,4
57,418,255,255,255,500.447,442.892,500.447,442.892,4
58,280,255,255,255,820.861,461.064,820.861,461.064,4
59,166,255,255,255,664.530,482.747,664.530,482.747,4
60,4,255,255,255,769,492.500,769,492.500,4
61,405,255,255,255,589.683,513.673,589.683,513.673,4
62,43,255,255,255,773.593,507.802,773.593,507.802,4
63,301,255,255,255,754.636,565.400,754.636,565.400,4
64,82,255,255,255,818.817,561.659,818.817,561.659,4
65,258,255,255,255,740.647,295.198,740.647,295.198,5
66,150,255,255,255,798.013,295.793,798.013,295.793,5
67,10,255,255,255,760,341.100,760,341.100,5
68,361,255,255,255,578.688,362.043,578.688,362.043,5
69,12,255,255,255,764.667,354.917,764.667,354.917,5
70,303,255,255,255,675.444,377.460,675.444,377.460,5
71,420,255,255,255,811.302,380.312,811.302,380.312,5
72,473,255,255,255,924.322,418.916,924.322,418.916,5
73,329,255,255,255,652.293,434.819,652.293,434.819,5
74,411,255,255,255,500.223,442.928,500.223,442.928,5
75,279,255,255,255,820.697,461.116,820.697,461.116,5
76,146,255,255,255,664.589,482.808,664.589,482.808,5
77,26,255,255,255,770.077,494.346,770.077,494.346,5
78,404,255,255,255,589.597,513.847,589.597,513.847,5
79,42,255,255,255,773.119,508.310,773.119,508.310,5
80,1,255,255,255,762.500,507.500,762.500,507.500,5
81,73,255,255,255,818.719,561.568,818.719,561.568,5
82,292,255,255,255,754.438,565.849,754.438,565.849,5
83,236,255,255,255,741.017,295.106,741.017,295.106,6
84,157,255,255,255,797.761,295.799,797.761,295.799,6
85,363,255,255,255,578.792,362.208,578.792,362.208,6
86,15,255,255,255,764.900,356.300,764.900,356.300,6
87,305,255,255,255,675.166,377.510,675.166,377.510,6
88,417,255,255,255,811.562,380.371,811.562,380.371,6
89,472,255,255,255,924.714,419.244,924.714,419.244,6
90,322,255,255,255,652.273,435.261,652.273,435.261,6
91,419,255,255,255,500.402,442.879,500.402,442.879,6
92,278,255,255,255,820.752,461.514,820.752,461.514,6
93,156,255,255,255,664.776,482.724,664.776,482.724,6
94,19,255,255,255,772.132,493.079,772.132,493.079,6
95,44,255,255,255,773.091,507.386,773.091,507.386,6
96,406,255,255,255,589.909,514.062,589.909,514.062,6
97,2,255,255,255,762,507.500,762,507.500,6
98,1,255,255,255,763.500,509.500,763.500,509.500,6
99,20,255,255,255,766.300,516.800,766.300,516.800,6
100,293,255,255,255,754.480,565.906,754.480,565.906,6
101,71,255,255,255,818.246,561.739,818.246,561.739,6
102,255,255,255,255,741.516,295.355,741.516,295.355,7
103,159,255,255,255,798.104,296.009,798.104,296.009,7
104,1,255,255,255,758.500,343.500,758.500,343.500,7
105,374,255,255,255,578.709,362.340,578.709,362.340,7
106,33,255,255,255,766.106,355.985,766.106,355.985,7
107,319,255,255,255,675.168,377.597,675.168,377.597,7
108,423,255,255,255,811.597,380.498,811.597,380.498,7
109,474,255,255,255,924.348,419.814,924.348,419.814,7
110,316,255,255,255,652.193,435.174,652.193,435.174,7
111,411,255,255,255,500.223,443.111,500.223,443.111,7
112,2,255,255,255,485.500,440,485.500,440,7
113,274,255,255,255,820.934,461.609,820.934,461.609,7
114,154,255,255,255,664.662,482.831,664.662,482.831,7
115,7,255,255,255,770.214,493.929,770.214,493.929,7
116,403,255,255,255,589.632,514.349,589.632,514.349,7
117,20,255,255,255,772.100,508.300,772.100,508.300,7
118,292,255,255,255,753.966,566.092,753.966,566.092,7
119,63,255,255,255,819.405,561.786,819.405,561.786,7
120,5,255,255,255,758.500,228.500,758.500,228.500,8
121,254,255,255,255,741.358,295.457,741.358,295.457,8
122,156,255,255,255,797.904,295.795,797.904,295.795,8
123,374,255,255,255,578.874,362.358,578.874,362.358,8
124,13,255,255,255,764.885,356.731,764.885,356.731,8
125,305,255,255,255,675.267,377.802,675.267,377.802,8
126,421,255,255,255,811.365,380.676,811.365,380.676,8
127,495,255,255,255,924.587,419.692,924.587,419.692,8
128,319,255,255,255,651.685,435.036,651.685,435.036,8
129,429,255,255,255,500.027,443.167,500.027,443.167,8
130,289,255,255,255,820.784,462.154,820.784,462.154,8
131,2,255,255,255,490,455.500,490,455.500,8
132,160,255,255,255,664.175,482.788,664.175,482.788,8
133,23,255,255,255,768.457,495.413,768.457,495.413,8
134,416,255,255,255,589.471,514.298,589.471,514.298,8
