x,y,z,success
-34.5772,-37.2117,-526.392,1
-34.5787,-37.2487,-525.6,1
-34.5219,-37.3884,-526.019,1
-34.5874,-37.351,-527.346,1
-34.5613,-37.3085,-527.374,1
-34.6684,-37.2843,-527.474,1
-34.6337,-37.2775,-526.704,1
-34.5952,-37.3906,-528.558,1
-34.6744,-37.2079,-527.053,1
-34.6519,-37.2908,-526.962,1
-34.6643,-37.3039,-528.073,1
-34.6841,-37.1072,-526.828,1
-34.5862,-37.263,-527.329,1
-34.5391,-37.1525,-527.171,1
-34.4739,-37.1606,-526.261,1
-34.466,-37.1288,-526.539,1
-34.4363,-37.2561,-527.203,1
-34.3261,-37.2798,-527.614,1
-34.4329,-37.1502,-526.834,1
-34.5038,-37.2517,-527.056,1
-34.5201,-37.1616,-527.537,1
-34.4061,-37.12,-526.821,1
-34.4285,-37.1048,-526.771,1
-34.4321,-36.8799,-527.327,1
-34.3002,-37.0392,-527.09,1
-34.3584,-36.9806,-526.419,1
-34.3528,-37.0976,-527.393,1
-34.4315,-37.0022,-526.433,1
-34.4963,-36.9659,-526.708,1
-34.5515,-36.7007,-525.319,1
-34.4956,-36.7507,-525.977,1
-34.5694,-36.615,-526.479,1
-34.5465,-36.6596,-526.66,1
-34.5674,-36.7029,-527.443,1
-34.5268,-36.6707,-526.754,1
-34.4623,-36.8358,-527.316,1
-34.524,-36.8433,-527.7,1
-34.431,-36.9025,-527.309,1
-34.5824,-36.8456,-527.934,1
-34.3507,-36.9074,-527.314,1
-34.2946,-36.7955,-526.151,1
-34.2494,-36.7227,-526.006,1
-34.1785,-36.8652,-526.094,1
-34.2433,-36.9425,-527.122,1
-34.2777,-36.8866,-527.34,1
-34.4033,-36.9356,-528.004,1
-34.3216,-36.9628,-527.473,1
-34.3981,-36.7898,-526.632,1
-34.3827,-36.844,-526.312,1
-34.3555,-36.9171,-527.592,1
-34.3141,-36.9473,-526.623,1
-34.2243,-37.0316,-528.085,1
-34.1843,-37.1812,-526.773,1
-34.254,-37.2038,-528.44,1
-34.2266,-37.2218,-527.726,1
-34.2487,-37.2356,-526.748,1
-34.2407,-37.1493,-528.191,1
-34.282,-36.9889,-526.286,1
-34.2695,-36.9918,-526.86,1
-34.1174,-37.0501,-527.581,1
-34.1803,-36.972,-526.859,1
-34.0834,-36.8808,-526.024,1
-33.9951,-36.9871,-528.257,1
-33.9403,-36.9321,-525.576,1
-33.9796,-36.9664,-526.607,1
-33.9719,-36.9664,-526.539,1
-33.9363,-36.8866,-525.647,1
-33.8338,-36.9711,-526.834,1
-33.6717,-37.044,-526.452,1
-33.7466,-37.0809,-526.607,1
-33.7256,-37.102,-526.455,1
-33.8158,-37.1735,-528.245,1
-33.9012,-37.1641,-526.551,1
-33.8978,-37.136,-527.055,1
-33.98,-37.0277,-527.075,1
-33.9484,-37.098,-527.476,1
-33.8203,-37.1657,-526.276,1
-34.0709,-37.0461,-527.209,1
-34.3319,-36.9843,-526.99,1
-34.7579,-37.1582,-527.733,1
-35.5688,-37.623,-528.764,1
-36.4857,-37.9464,-528.467,1
-37.0725,-38.0727,-528.135,1
-37.4906,-38.4578,-529.563,1
-38.0854,-39.0457,-530.6,1
-39.0226,-39.6383,-530.835,1
-39.7001,-40.2627,-533.209,1
-40.6264,-40.1692,-532.326,1
-41.2438,-40.4278,-533.365,1
-41.8509,-40.7829,-534.123,1
-42.3591,-40.9224,-534.33,1
-42.5497,-40.9825,-534.036,1
-42.8413,-41.0616,-535.059,1
-43.0253,-41.0417,-534.531,1
-43.1798,-41.1031,-535.827,1
-43.1302,-41.0727,-535.872,1
-43.1405,-41.2958,-536.364,1
-42.9968,-41.3438,-536.055,1
-43.0431,-41.4483,-536.102,1
-43.0868,-41.6251,-536.365,1
-42.9197,-41.5716,-535.451,1
-42.8505,-41.453,-535.112,1
-42.6597,-41.5082,-536.348,1
-42.577,-41.3589,-535.693,1
-42.4891,-41.3667,-535.225,1
-42.482,-41.3153,-535.169,1
-42.3546,-41.3492,-535.684,1
-42.3655,-41.2568,-535.974,1
-42.3101,-41.3643,-536.165,1
-42.2309,-41.3989,-536.711,1
-42.3033,-41.3235,-536.054,1
-42.2697,-41.3107,-535.215,1
-42.3477,-41.5281,-535.69,1
-42.2778,-41.5335,-535.493,1
-42.353,-41.7006,-537.06,1
-42.3858,-41.8029,-537.357,1
-42.2773,-41.8863,-536.808,1
-42.2502,-41.8041,-536.32,1
-42.0256,-41.6027,-536.662,1
-41.4144,-41.0747,-534.963,1
-39.6831,-39.9784,-533.121,1
-37.3143,-38.8235,-530.495,1
-35.8895,-38.1589,-529.292,1
-34.8235,-37.8082,-529.438,1
-33.9783,-37.3755,-528.25,1
-33.8062,-37.252,-527.662,1
-33.6266,-37.1688,-528.619,1
-33.5239,-37.1396,-528.576,1
-33.5758,-37.2009,-528.494,1
-33.5137,-37.1196,-528.73,1
-33.1993,-37.2138,-528.068,1
-33.0531,-37.3543,-526.979,1
-32.749,-37.4801,-528.831,1
-32.0775,-37.3799,-526.934,1
-31.5841,-37.2504,-526.615,1
-31.1025,-37.3455,-528.263,1
-30.3937,-37.2876,-528.656,1
-29.5367,-37.3084,-528.385,1
-28.67,-37.1963,-526.955,1
-27.2189,-37.354,-526.767,1
-26.5055,-37.4053,-527.583,1
-26.7673,-37.4136,-528.135,1
-26.5708,-37.4743,-529.1,1
-25.9331,-37.4895,-528.115,1
-25.6604,-37.6056,-528.77,1
-24.5776,-38.5427,-529.485,1
-23.492,-39.0454,-529.824,1
-24.2323,-38.358,-530.893,1
-25.565,-37.7378,-530.065,1
-26.0917,-37.4884,-529.374,1
-25.9845,-37.2458,-528.098,1
-26.1158,-37.1601,-530.962,1
-25.9916,-37.4173,-532.437,1
-25.9019,-37.7247,-532.665,1
-25.9503,-37.879,-531.577,1
-25.9166,-38.2547,-533.716,1
-25.7978,-38.2449,-533.196,1
-25.4137,-38.5113,-533.861,1
-25.3946,-38.6913,-535.174,1
-25.2034,-38.5966,-532.18,1
-25.0765,-38.9182,-533.558,1
-25.1203,-39.3614,-535.587,1
-25.2316,-39.6009,-536.472,1
-24.8927,-39.8152,-534.26,1
-25.1675,-39.8637,-535.26,1
-25.26,-39.7473,-534.537,1
-25.1908,-39.7035,-535.045,1
-25.3092,-39.7565,-534.184,1
-25.5515,-39.6771,-535.599,1
-25.4429,-39.721,-535.879,1
-25.2824,-39.8342,-536.27,1
-25.3272,-39.6146,-534.683,1
-25.258,-39.9548,-536.117,1
-25.3843,-40.0709,-536.318,1
-25.2896,-40.0551,-535.871,1
-25.2524,-40.1231,-533.483,1
-25.3751,-40.1911,-535.833,1
-25.4374,-40.1328,-534.616,1
-25.3115,-40.3118,-536.122,1
-25.3574,-40.2614,-536.267,1
-25.399,-40.2754,-534.35,1
-25.2811,-40.4218,-534.644,1
-25.0125,-40.4096,-535.421,1
-25.1564,-39.9982,-532.573,1
-25.063,-40.0941,-532.906,1
-25.0733,-39.9767,-533.416,1
-25.1691,-39.7508,-534.119,1
-25.1017,-39.8719,-534.36,1
-25.1642,-39.7654,-532.333,1
-25.1765,-39.9625,-533.564,1
-25.2151,-39.7388,-535.277,1
-25.5269,-39.4361,-536.591,1
-25.5432,-39.6687,-536.174,1
-25.4748,-39.8333,-533.556,1
-25.7937,-39.6153,-535.651,1
-25.6478,-39.8626,-535.902,1
-25.4587,-40.0965,-534.526,1
-25.4714,-40.2393,-535.937,1
-25.4231,-40.4696,-535.762,1
-25.2623,-40.4778,-536.626,1
-25.654,-39.8867,-532.036,1
-26.0344,-39.306,-531.619,1
-26.2446,-38.098,-530.365,1
-25.4736,-37.1183,-527.516,1
-24.494,-36.2444,-526.552,1
-23.0904,-35.6278,-527.929,1
-22.177,-34.7674,-527.64,1
-22.0995,-34.6837,-527.575,1
-22.4914,-34.666,-527.659,1
-23.1152,-34.6196,-527.807,1
-23.5564,-34.7556,-527.28,1
-23.751,-34.668,-527.163,1
-24.0149,-35.2965,-528.784,1
-24.0455,-35.7794,-528.837,1
-24.4926,-35.6756,-530.269,1
-25.5233,-35.4875,-532.085,1
-26.7241,-35.8042,-532.304,1
-27.5992,-35.6704,-532.421,1
-27.8729,-35.6438,-534.026,1
-27.492,-35.4777,-534.71,1
-27.0155,-35.3582,-534.552,1
-27.0474,-35.4092,-534.813,1
-27.2444,-35.6722,-535.852,1
-27.3501,-35.8849,-535.722,1
-27.477,-36.2464,-536.282,1
-27.7209,-36.0893,-537.004,1
-27.5978,-36.1661,-537.833,1
-27.5652,-35.7668,-535.902,1
-27.4949,-35.4527,-535.154,1
-27.4768,-35.2573,-537.398,1
-27.6485,-35.1661,-537.601,1
-27.7473,-34.9733,-539.432,1
-27.7833,-35.1019,-538.965,1
-27.673,-35.2899,-539.979,1
-27.6325,-35.2289,-540.594,1
-27.7242,-35.0767,-539.522,1
-27.7147,-35.1285,-539.852,1
-27.8054,-35.0301,-539.677,1
-27.6967,-34.9095,-539.185,1
-27.2791,-35.1258,-539.576,1
-27.004,-35.3478,-537.843,1
-26.7454,-35.0208,-537.203,1
-26.2992,-35.1657,-537.829,1
-26.2917,-35.1447,-537.548,1
-26.3047,-35.0541,-537.156,1
-26.1751,-34.7478,-536.235,1
-26.0735,-34.6393,-536.477,1
-25.9978,-34.6037,-537.526,1
-25.7615,-34.5523,-537.842,1
-25.7827,-34.4992,-537.229,1
-25.6862,-34.2596,-536.613,1
-25.5741,-34.2568,-536.571,1
-25.4578,-34.7022,-536.506,1
-25.3394,-35.1419,-537.34,1
-25.3831,-35.1537,-535.369,1
-25.1999,-35.3543,-534.733,1
-24.8839,-35.618,-535.877,1
-24.7027,-35.8643,-536.264,1
-24.5797,-36.1196,-535.004,1
-24.4642,-36.1605,-534.476,1
-24.3098,-36.2791,-534.564,1
-24.289,-36.1651,-534.531,1
-24.3555,-36.1652,-534.245,1
-24.797,-36.3408,-533.769,1
-25.3231,-36.8476,-534.307,1
-25.6506,-37.1849,-533.321,1
-25.9813,-37.2,-531.895,1
-26.2304,-37.589,-532.36,1
-26.5401,-37.5826,-530.574,1
-26.5941,-37.6266,-531.345,1
-26.8233,-37.6809,-530.435,1
-26.9659,-37.7927,-530.178,1
-26.9736,-37.7721,-530.436,1
-26.8596,-37.5044,-529.584,1
-26.4683,-37.253,-530.649,1
-26.2197,-36.8209,-529.874,1
-25.715,-36.7663,-531.816,1
-26.1512,-36.4996,-531.532,1
-26.7733,-36.6053,-532.11,1
-27.2574,-36.6069,-532.512,1
-27.4341,-36.8402,-533.063,1
-27.7987,-36.8378,-532.148,1
-28.3086,-36.9528,-533.356,1
-28.3955,-37.2531,-534.71,1
-28.4558,-37.4657,-534.361,1
-28.2635,-37.368,-533.671,1
-27.7451,-37.6338,-533.898,1
-26.6515,-37.9115,-535.304,1
-25.7973,-38.0027,-533.648,1
-25.4224,-37.9514,-533.008,1
-25.5594,-37.5193,-532.83,1
-25.9104,-37.0131,-532.268,1
-25.8079,-36.9203,-532.061,1
-25.6639,-36.6277,-531.494,1
-25.9078,-36.5018,-532.167,1
-26.2571,-36.1711,-533.149,1
-26.7291,-36.3515,-533.639,1
-27.6123,-36.1637,-534.291,1
-28.6021,-36.0359,-536.652,1
-29.5086,-35.7514,-536.053,1
-29.9848,-36.0748,-538.539,1
-30.1011,-36.2736,-539.375,1
-30.1017,-36.4831,-539.656,1
-29.7997,-36.6426,-539.817,1
-29.598,-36.6256,-540.014,1
-29.1953,-36.4254,-540.802,1
-28.9461,-36.3329,-539.257,1
-28.3401,-36.3183,-539.026,1
-28.1087,-36.0229,-538.026,1
-27.6553,-36.1787,-538.819,1
-27.5728,-36.0296,-539.387,1
-27.7904,-35.9144,-536.942,1
-27.795,-36.0494,-538.444,1
-27.8917,-36.0487,-537.195,1
-27.6673,-36.2282,-539.706,1
-27.6006,-36.1892,-538.281,1
-27.5818,-36.0331,-537.44,1
-27.541,-35.9391,-538.835,1
-27.5421,-35.8291,-537.174,1
-27.4446,-35.788,-536.422,1
-27.3815,-35.7829,-536.859,1
-27.0859,-35.9285,-536.02,1
-27.1472,-36.1468,-537.749,1
-26.9749,-36.271,-537.919,1
-26.9955,-36.5259,-537.047,1
-26.9777,-36.4896,-537.482,1
-26.9595,-36.3968,-538.352,1
-26.9737,-36.2541,-536.215,1
-27.0239,-36.1043,-536.6,1
-26.804,-36.0424,-536.325,1
-26.747,-35.8391,-535.73,1
-26.7645,-35.8921,-535.923,1
-26.8424,-35.8854,-534.648,1
-26.7393,-36.0554,-536.297,1
-26.5593,-36.0561,-537.118,1
-26.603,-35.9981,-535.942,1
-26.5385,-36.0083,-536.867,1
-26.3804,-36.0206,-535.157,1
-26.1636,-36.1794,-536.137,1
-25.9214,-36.2663,-536.505,1
-25.7339,-36.3208,-535.82,1
-25.8096,-36.2641,-534.574,1
-26.4716,-36.528,-535.063,1
-26.7762,-36.7939,-536.092,1
-26.7874,-37.267,-535.813,1
-26.556,-37.3986,-536.885,1
-26.3376,-37.734,-536.614,1
-26.4939,-38.1406,-537.271,1
-26.608,-38.2936,-537.834,1
-26.8456,-38.4126,-537.273,1
-26.8644,-38.4526,-537.703,1
-26.8051,-38.4847,-536.65,1
-26.8882,-38.5202,-537.022,1
-26.7214,-38.8098,-536.821,1
-26.3255,-38.9861,-536.959,1
-25.8306,-39.2454,-536.19,1
-25.3752,-39.7288,-537.23,1
-25.4041,-39.7895,-536.734,1
-25.5829,-40.0869,-537.328,1
-25.3142,-40.3721,-537.821,1
-25.0145,-40.2815,-536.592,1
-24.8022,-40.0764,-536.245,1
-24.8919,-40.1274,-536.499,1
-25.1488,-40.3664,-536.138,1
-25.3219,-40.9815,-537.588,1
-25.3648,-41.3091,-538.346,1
-25.2346,-41.5184,-537.979,1
-25.2841,-41.8498,-539.597,1
-25.4684,-41.7687,-538.737,1
