x,y,success
986.755,279.428,1
986.582,279.375,1
986.764,279.331,1
986.435,279.23,1
987.091,279.332,1
986.644,279.413,1
986.885,279.262,1
986.389,278.977,1
986.338,279.1,1
986.447,279.063,1
986.883,279.142,1
986.558,278.915,1
986.512,278.558,1
986.466,278.534,1
986.044,278.416,1
985.958,278.571,1
986.188,278.56,1
986.356,278.806,1
986.348,278.551,1
986.611,278.517,1
986.37,278.646,1
986.187,278.293,1
986.071,278.221,1
985.658,277.9,1
986.009,278.077,1
985.822,278.008,1
986.071,278.109,1
986.721,277.87,1
986.387,277.851,1
986.574,277.574,1
986.255,277.488,1
986.518,277.358,1
986.635,277.095,1
986.518,277.443,1
986.244,277.206,1
986.175,277.693,1
986.77,277.93,1
986.417,277.849,1
986.554,277.973,1
985.996,277.866,1
986.32,278.084,1
986.004,278.038,1
985.596,278.082,1
985.9,278.413,1
985.983,278.267,1
986.184,278.491,1
986.298,278.345,1
986.266,278.002,1
986.45,278.224,1
985.886,278.28,1
986.067,278.158,1
986.011,277.985,1
985.856,278.594,1
986.329,278.772,1
986.331,278.893,1
986.643,279.032,1
986.222,278.728,1
986.432,278.697,1
986.007,278.615,1
985.903,278.318,1
986.067,278.261,1
986,278.25,1
986.198,278.317,1
985.466,278.257,1
985.954,278.343,1
985.812,278.193,1
985.977,278.18,1
985.212,278.2,1
985.329,278.175,1
985.28,278.347,1
985.526,278.517,1
985.263,278.699,1
985.338,278.513,1
985.897,278.513,1
985.689,278.487,1
985.836,278.392,1
985.941,277.627,1
986.74,277.469,1
987.211,277.062,1
987.657,276.874,1
988.677,276.5,1
988.836,275.637,1
989.226,274.922,1
988.719,274.407,1
988.454,274.069,1
988.652,273.972,1
988.385,273.385,1
988.739,272.797,1
988.95,272.055,1
988.951,271.599,1
989.278,271.561,1
988.974,271.754,1
988.902,271.471,1
988.495,271.176,1
988.156,271.431,1
988.058,271.702,1
987.779,271.709,1
987.341,271.491,1
986.448,271.679,1
986.818,271.827,1
986.486,271.468,1
986.431,271.2,1
986.076,271.067,1
985.712,270.889,1
985.49,270.515,1
985.274,270.438,1
985.184,270.281,1
985.267,270.467,1
985.376,270.524,1
985.325,270.728,1
986.151,271.052,1
985.73,271.077,1
985.666,271.535,1
986.13,271.798,1
986.37,272.048,1
986.514,272.462,1
986.441,272.173,1
986.698,272.466,1
986.13,272.573,1
985.684,272.588,1
983.871,273.391,1
981.751,275.798,1
981.386,275.705,1
980.662,275.653,1
980.054,275.556,1
980.238,275.691,1
980.366,275.699,1
979.83,275.604,1
980.058,275.703,1
979.821,276.049,1
979.518,276.496,1
979.345,276.858,1
979.643,277.322,1
979.697,277.975,1
978.92,278.773,1
978.496,279.381,1
977.771,279.174,1
976.653,279.363,1
975.735,279.218,1
974.836,279.096,1
973.831,279.105,1
972.961,278.965,1
972.278,279.178,1
971.492,279.213,1
971.14,279.239,1
970.637,279.284,1
969.293,279.03,1
970.002,278.922,1
970.811,279.098,1
971.396,278.641,1
970.994,278.504,1
970.658,278.156,1
970.496,278.04,1
970.496,278.079,1
970.542,278.153,1
970.761,278.2,1
971.191,278.172,1
971.189,278.327,1
970.761,278.231,1
970.971,277.994,1
970.684,277.98,1
970.473,277.984,1
970.442,277.931,1
970.676,278.068,1
970.632,278.221,1
970.867,278.276,1
971.016,278.332,1
970.805,278.227,1
970.773,278.16,1
970.866,278.058,1
970.549,277.836,1
970.481,277.866,1
970.664,278.06,1
970.872,278.209,1
971.124,278.47,1
971.461,278.57,1
971.366,278.553,1
971.428,278.946,1
971.096,279.045,1
970.957,279.157,1
970.841,279.199,1
971.128,279.018,1
971.174,278.773,1
971.296,278.749,1
971.351,278.859,1
971.131,278.484,1
970.433,277.92,1
971.06,277.56,1
970.94,277.19,1
971.004,276.988,1
970.789,276.914,1
971.105,276.883,1
971.604,276.94,1
971.789,277.11,1
971.907,277.805,1
972.27,278.198,1
972.302,279.047,1
972.304,279.563,1
972.534,279.987,1
972.177,280.579,1
972.508,280.831,1
972.472,280.373,1
972.65,279.991,1
972.237,278.885,1
972.587,278.07,1
973.161,277.419,1
973.989,277.666,1
975.205,277.718,1
976.678,278.131,1
978.347,278.522,1
979.5,279.487,1
980.474,280.034,1
980.753,281.184,1
980.291,282.34,1
981.913,282.93,1
983.939,284.024,1
985.116,284.755,1
986.209,284.811,1
986.481,284.683,1
985.17,284.966,1
984.863,285.491,1
985.382,286.481,1
986.115,287.985,1
986.391,288.661,1
986.189,289.806,1
986.331,289.789,1
985.935,289.561,1
985.079,289.175,1
984.954,288.331,1
984.234,287.933,1
983.676,287.329,1
983.73,286.987,1
983.942,287.435,1
984.15,287.865,1
984.198,288.153,1
984.712,288.229,1
984.965,288.436,1
985.087,288.261,1
984.608,287.987,1
984.109,287.995,1
983.35,287.879,1
982.49,287.301,1
981.692,286.754,1
981.812,286.702,1
981.689,286.467,1
982.145,285.988,1
981.699,285.585,1
981.396,285.366,1
981.607,285.369,1
981.835,285.495,1
982.02,285.42,1
981.755,285.358,1
981.52,285.812,1
981.289,287.005,1
981.64,287.679,1
981.617,288.437,1
980.894,288.894,1
980.983,289.993,1
980.83,290.218,1
980.762,290.311,1
980.107,290.182,1
979.648,289.629,1
979.672,289.409,1
979.913,289.119,1
979.998,289.002,1
980.054,289.157,1
979.43,289.148,1
979.26,289.264,1
978.629,288.728,1
978.375,288.562,1
977.486,288.396,1
976.159,288.298,1
974.839,287.456,1
973.964,287.371,1
972.345,287.148,1
971.691,287.232,1
970.671,287.032,1
970.847,287.431,1
972.071,287.509,1
972.798,287.766,1
972.645,288.559,1
972.849,288.452,1
972.754,288.796,1
972.917,289.606,1
972.312,290.069,1
971.883,290.142,1
970.129,290.312,1
967.514,290.191,1
965.658,289.852,1
964.605,288.841,1
964.872,288.505,1
