x,y,z,success
-96.4726,-67.7761,-541.331,1
-96.5288,-67.8187,-541.275,1
-96.5792,-67.9647,-542.04,1
-96.5022,-67.6815,-541.092,1
-96.5151,-67.7297,-541.099,1
-96.4872,-67.6705,-541.174,1
-96.6602,-67.7569,-541.533,1
-96.4957,-67.5663,-540.674,1
-96.5487,-67.6987,-542.08,1
-96.5538,-67.702,-541.722,1
-96.5802,-67.5813,-541.067,1
-96.5761,-67.5707,-541.208,1
-96.414,-67.2207,-539.895,1
-96.4182,-67.3346,-540.813,1
-96.3938,-67.3551,-540.81,1
-96.4406,-67.4265,-541.189,1
-96.4004,-67.4115,-540.875,1
-96.2718,-67.4777,-540.596,1
-96.3377,-67.4552,-540.401,1
-96.3735,-67.4086,-540.476,1
-96.394,-67.403,-540.098,1
-96.3845,-67.3808,-540.84,1
-96.4458,-67.3458,-540.617,1
-96.4484,-67.3032,-541.013,1
-96.409,-67.3304,-540.712,1
-96.4225,-67.4263,-540.93,1
-96.3849,-67.2511,-540.027,1
-96.3974,-67.2719,-540.504,1
-96.4306,-67.1839,-540.58,1
-96.4602,-66.9956,-539.972,1
-96.6407,-67.166,-540.741,1
-96.5086,-66.9145,-540.142,1
-96.5223,-66.9672,-540.283,1
-96.4867,-66.9573,-540.225,1
-96.455,-67.1309,-540.667,1
-96.4423,-67.1711,-540.771,1
-96.4946,-67.2051,-540.025,1
-96.4602,-67.2159,-540.292,1
-96.4587,-67.2678,-540.184,1
-96.3717,-67.2285,-539.767,1
-96.3617,-67.3302,-540.727,1
-96.1701,-67.1906,-539.897,1
-96.1948,-67.2802,-540.401,1
-96.1655,-67.2752,-540.216,1
-96.1988,-67.4752,-541.152,1
-96.3966,-67.4687,-540.851,1
-96.2753,-67.3087,-540.163,1
-96.3855,-67.3595,-540.972,1
-96.383,-67.3453,-540.79,1
-96.3378,-67.2262,-540.275,1
-96.2864,-67.2637,-540.271,1
-96.2437,-67.3742,-540.402,1
-96.2162,-67.548,-540.533,1
-96.0856,-67.5187,-539.662,1
-96.1684,-67.5675,-540.2,1
-96.2436,-67.6459,-540.627,1
-96.187,-67.507,-540.376,1
-96.1803,-67.5342,-540.21,1
-96.0216,-67.3807,-539.442,1
-96.1672,-67.5393,-540.655,1
-96.0865,-67.4402,-540.307,1
-95.9757,-67.3197,-539.624,1
-96.1142,-67.4889,-540.956,1
-95.994,-67.4283,-540.481,1
-95.9733,-67.4663,-540.225,1
-95.9352,-67.2692,-538.882,1
-95.8755,-67.3083,-539.449,1
-96.0132,-67.4838,-540.775,1
-96.0396,-67.6233,-541.374,1
-95.7558,-67.4588,-539.711,1
-95.9182,-67.5982,-541.25,1
-95.9833,-67.6341,-540.727,1
-95.8782,-67.514,-539.924,1
-96.081,-67.7521,-541.536,1
-96.0507,-67.6731,-540.938,1
-95.9318,-67.6023,-540.243,1
-95.9374,-67.6638,-540.401,1
-95.7909,-67.6337,-539.823,1
-95.7281,-67.6453,-539.272,1
-95.7779,-67.7303,-539.187,1
-95.9273,-67.8938,-539.472,1
-96.2415,-67.8821,-539.506,1
-96.3245,-67.7267,-539.56,1
-96.2045,-67.5466,-538.711,1
-96.3498,-67.7109,-539.715,1
-96.4525,-67.5887,-538.27,1
-96.7116,-67.4823,-537.49,1
-96.9645,-67.2003,-537.443,1
-97.4603,-67.2595,-538.369,1
-97.7152,-67.0966,-537.863,1
-98.041,-67.0632,-538.709,1
-98.2826,-67.0457,-538.824,1
-98.4599,-67.0313,-539.462,1
-98.6129,-66.8732,-539.297,1
-98.5632,-66.8421,-538.948,1
-98.5375,-66.8682,-539.398,1
-98.6063,-67.0355,-540.663,1
-98.5388,-66.9844,-540.293,1
-98.4859,-67.0781,-539.995,1
-98.5845,-67.0508,-540.307,1
-98.3212,-66.8463,-538.683,1
-98.3097,-66.878,-538.409,1
-98.275,-66.8178,-538.581,1
-98.1002,-66.808,-538.526,1
-98.2153,-66.7072,-538.579,1
-98.0286,-66.6125,-537.312,1
-97.9782,-66.6384,-537.971,1
-97.8676,-66.6148,-537.163,1
-97.8457,-66.7929,-538.287,1
-97.9517,-66.9703,-538.966,1
-97.9502,-66.9774,-538.828,1
-97.8581,-66.9499,-538.467,1
-97.9954,-67.1307,-538.941,1
-97.9633,-67.2789,-539.393,1
-97.8404,-67.2766,-538.998,1
-97.6976,-67.3183,-538.179,1
-97.7349,-67.4727,-538.608,1
-97.6762,-67.5284,-538.725,1
-97.4749,-67.5089,-538.589,1
-97.2062,-67.4249,-537.982,1
-96.7163,-67.1669,-537.986,1
-96.2958,-66.5752,-539.19,1
-95.8168,-66.3811,-537.633,1
-95.6481,-66.5045,-538.038,1
-95.552,-66.6497,-539.755,1
-95.3837,-66.4862,-538.654,1
-95.2083,-66.4518,-538.241,1
-95.224,-66.5537,-538.521,1
-95.2061,-66.6058,-538.501,1
-95.0378,-66.5715,-538.074,1
-95.0706,-66.6105,-539.261,1
-94.8651,-66.3359,-538.005,1
-94.6919,-66.3694,-538.682,1
-94.4182,-66.3085,-537.682,1
-93.8785,-66.2897,-537.272,1
-93.3812,-66.235,-536.497,1
