x,y,z,success
-56.6785,-11.53,-514.729,1
-56.587,-11.5061,-513.635,1
-56.6194,-11.5286,-513.648,1
-56.5808,-11.4499,-513.404,1
-56.7611,-11.5474,-514.175,1
-56.5839,-11.4979,-513.186,1
-56.7174,-11.5136,-513.338,1
-56.7204,-11.5115,-514.684,1
-56.6834,-11.5239,-514.039,1
-56.6715,-11.5088,-513.707,1
-56.7307,-11.5387,-514.443,1
-56.6531,-11.5057,-513.12,1
-56.5899,-11.4387,-512.585,1
-56.5864,-11.4244,-513.611,1
-56.5386,-11.4,-513.931,1
-56.5178,-11.3497,-513.404,1
-56.4641,-11.356,-513.093,1
-56.4522,-11.3828,-513.082,1
-56.4471,-11.4007,-513.153,1
-56.5359,-11.3691,-513.21,1
-56.5257,-11.3949,-513.366,1
-56.3498,-11.3082,-512.662,1
-56.5035,-11.2539,-513.273,1
-56.2368,-11.0809,-512.111,1
-56.336,-11.2516,-512.553,1
-56.3524,-11.2599,-512.462,1
-56.3519,-11.2225,-513.05,1
-56.3956,-11.2161,-513.264,1
-56.4119,-11.0844,-512.538,1
-56.5051,-10.8997,-513.241,1
-56.5173,-10.8361,-512.964,1
-56.5551,-10.8479,-513.925,1
-56.5015,-10.7823,-513.413,1
-56.5905,-10.8196,-513.982,1
-56.4495,-10.8301,-512.637,1
-56.4545,-10.8815,-512.772,1
-56.624,-10.9561,-514.102,1
-56.4617,-11.0204,-513.143,1
-56.4017,-11.0451,-512.414,1
-56.4385,-10.9793,-513.812,1
-56.2762,-11.0675,-512.193,1
-56.1833,-11.1063,-513.075,1
-56.1164,-11.1141,-512.926,1
-56.1291,-11.1003,-512.985,1
-56.2261,-11.2238,-513.957,1
-56.275,-11.2283,-513.086,1
-56.4222,-11.1277,-513.714,1
-56.4427,-11.0466,-513.6,1
-56.482,-11.0685,-513.534,1
-56.3665,-11.0762,-512.925,1
-56.2988,-11.0808,-512.33,1
-56.2519,-11.1469,-512.73,1
-56.1712,-11.3017,-512.952,1
-56.11,-11.3291,-512.598,1
-56.1786,-11.3768,-513.349,1
-56.0874,-11.3405,-512.266,1
-56.1328,-11.3858,-512.847,1
-56.2074,-11.3267,-513.385,1
-56.182,-11.2626,-512.998,1
-56.1503,-11.3043,-513.376,1
-56.0125,-11.2001,-512.727,1
-56.0975,-11.2076,-514.126,1
-55.9294,-11.1609,-512.829,1
-55.9537,-11.2053,-513.173,1
-55.874,-11.1296,-512.392,1
-55.8332,-11.1525,-512.122,1
-55.8129,-11.1882,-512.302,1
-55.7496,-11.1161,-512.257,1
-55.6833,-11.1019,-512.365,1
-55.6616,-11.2248,-512.17,1
-55.7453,-11.3026,-512.817,1
-55.7988,-11.3502,-513.152,1
-55.8029,-11.3817,-512.281,1
-55.9291,-11.4148,-512.222,1
-55.8776,-11.3575,-512.43,1
